,emisor,mencionado,texto,rt,localizacion,texto_limpio,sent_score
17,jorgeag60560637,JuanGrvas,"RT @JuanGrvas: Cada vez más hombres usan la testosterona para combatir el envejecimiento y recuperar el ímpetu sexual. En España, las recet…",True,,Cada vez más hombres usan la testosterona para combatir el envejecimiento y recuperar el ímpetu sexual En España las recet…,0.0
18,ElHalcnNegro3,leondeacoyapa,"RT @leondeacoyapa: Algunas personas escriben tuits enojadas. Tomelo con humor. Recuerde que la risa previene el infarto, facilita la digest…",True,,Algunas personas escriben tuits enojadas Tomelo con humor Recuerde que la risa previene el infarto facilita la digest…,0.3182
19,GrupoRivasRadio,,La miel es un ingrediente esencial para combatir los signos del envejecimiento...https://t.co/MUSYV33qvm,False,"Mérida, Yucatán",La miel es un ingrediente esencial para combatir los signos del envejecimiento,-0.34
20,ManuduManuel,infosalus com,"RT @infosalus_com: Un medicamento para la diabetes tiene implicaciones amplias e inesperadas para el envejecimiento saludable

https://t.co…",True,,"Un medicamento para la diabetes tiene implicaciones amplias e inesperadas para el envejecimiento saludable

…",0.4019
21,FashionKritzia,BeautyworksBcn,"RT @BeautyworksBcn: ▶️ Sculptra #BeautyWorksClinic , hoy os mostramos un tratamiento indicado para la corrección de los signos de envejecim…",True,España,Sculptra BeautyWorksClinic  hoy os mostramos un tratamiento indicado para la corrección de los signos de envejecim…,0.0
22,ReporteActivo,,"⚡️ Caminar lento a los 45 años, un indicador de envejecimiento prematuro #Estudio https://t.co/2l3CrTQpwZ",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento prematuro Estudio,0.0
23,ZonaMediatica,,📌 Científicos explican por qué viven más tiempo las mujeres que los hombres #Longevidad https://t.co/TAJ1ZnEzl8,False,"Comunidad de Madrid, España",Científicos explican por qué viven más tiempo las mujeres que los hombres Longevidad,0.0
24,OdLuisMarcano,,"¿Qué causa el oscurecimiento de tus dientes?

Entre otras causas están: la mala higiene oral, el consumo de tabaco, la caries dental, el envejecimiento y los traumas dentales

Un tratamiento de #blanqueamiento de puede ayudar a mejorar tu sonrisa",False,"Caracas, Venezuela","¿Qué causa el oscurecimiento de tus dientes

Entre otras causas están la mala higiene oral el consumo de tabaco la caries dental el envejecimiento y los traumas dentales

Un tratamiento de blanqueamiento de puede ayudar a mejorar tu sonrisa",0.2023
25,infosalus com,,"Un medicamento para la diabetes tiene implicaciones amplias e inesperadas para el envejecimiento saludable

https://t.co/MpC0m58ld5",False,,Un medicamento para la diabetes tiene implicaciones amplias e inesperadas para el envejecimiento saludable,0.4019
26,FemmeMexico,,"Inversion® femme está desarrollado para mujeres de 35 años en adelante que desean verse y sentirse bien. Se recomienda especialmente para ellas ya que a esa edad inicia un proceso natural del envejecimiento, siendo el momento ideal para contrarrestarle. https://t.co/XnbrJT3IcP",False,Mexico,Inversion® femme está desarrollado para mujeres de 35 años en adelante que desean verse y sentirse bien Se recomienda especialmente para ellas ya que a esa edad inicia un proceso natural del envejecimiento siendo el momento ideal para contrarrestarle,0.8805
27,albertofreper,"SEMG ES, IsabelJSanz","RT @SEMG_ES: Las #vacunas son importantes para alcanzar un #envejecimiento saludable; no tienen edad», explica @IsabelJSanz quien insiste e…",True,"Galicia, España",Las vacunas son importantes para alcanzar un envejecimiento saludable no tienen edad» explica  quien insiste e…,0.5423
28,edudramirez,DianaPacios,"RT @DianaPacios: “Desde 1980, se han producido 52 millones de abortos en la UE”
52 millones de niños que no nacieron. 
Es el equivalente a…",True,"La Plata, Argentina","“Desde 1980 se han producido 52 millones de abortos en la UE”
52 millones de niños que no nacieron 
Es el equivalente a…",0.0
29,starslleryg,,"Tambien tengan cuidado con la comida frita o exceso de dulces, eso provoca granos.
Y no se exponga al sol; la gente piensa que ""tostarse"" es cool pero eso te genera manchas y un envejecimiento mas rápido. Asi que si pueden pónganse protector solar cuando salgan",False,buenos aires ,"Tambien tengan cuidado con la comida frita o exceso de dulces eso provoca granos
Y no se exponga al sol la gente piensa que tostarse es cool pero eso te genera manchas y un envejecimiento mas rápido Asi que si pueden pónganse protector solar cuando salgan",0.5889
30,josefinaRam10,AytoArchena,"RT @AytoArchena: 👼🎄🎁Con villancicos, mistela y dulces caseros junto al belén, celebran ya la #navidad2019 nuestros mayores. Participan las…",True,Archena . Murcia .,Con villancicos mistela y dulces caseros junto al belén celebran ya la navidad2019 nuestros mayores Participan las…,0.7845
31,SuperTrinos,,⚡️ Si quieres vivir muchos años... Asegúrate de tener una pareja feliz https://t.co/pffRKjMrgC,False,"Comunidad de Madrid, España",Si quieres vivir muchos años Asegúrate de tener una pareja feliz,0.743
32,ProEditores,,📌 Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30 https://t.co/TBRG6XzzoO,False,"Comunidad de Madrid, España",Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30,0.4404
33,AIAljama,BeautyworksBcn,"RT @BeautyworksBcn: ▶️ Sculptra #BeautyWorksClinic , hoy os mostramos un tratamiento indicado para la corrección de los signos de envejecim…",True,"Torrelodones, España",Sculptra BeautyWorksClinic  hoy os mostramos un tratamiento indicado para la corrección de los signos de envejecim…,0.0
34,victor1946,El Universal Mx,"RT @El_Universal_Mx: La vida agitada, el trabajo y un sin número de actividades, puede llevar a las personas a comer mal, lo que repercute…",True,puerto montt.chile,La vida agitada el trabajo y un sin número de actividades puede llevar a las personas a comer mal lo que repercute…,0.0772
35,Soboneduffaut,saludminimalist,"RT @saludminimalist: Algo más minimalista que aprender a respirar no existe, y aun así no lo hacemos.
.
Una vez nos dijo nuestro profe de y…",True,"Montevideo, Uruguay","Algo más minimalista que aprender a respirar no existe y aun así no lo hacemos

Una vez nos dijo nuestro profe de y…",0.0
36,ExoMedios,,📌 Sentirte joven hará que se retrase el envejecimiento de tu cerebro https://t.co/7vPg04b3TI,False,"Comunidad de Madrid, España",Sentirte joven hará que se retrase el envejecimiento de tu cerebro,-0.3182
37,Zeus Apolo,YVKE MUNDIAL,RT @YVKE_MUNDIAL: 🔹 Investigadores revelan que dieta mediterránea ralentiza el envejecimiento celular https://t.co/ScTzGtITOW  https://t.co…,True,VENEZUELA,Investigadores revelan que dieta mediterránea ralentiza el envejecimiento celular   …,0.0
38,Postematico,,"⚡️ Caminar lento a los 45 años, un indicador de envejecimiento prematuro #Estudio https://t.co/n7df6ZGfTR",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento prematuro Estudio,0.0
39,ElIlustrativo,,"🔥 Caminar lento a los 45 años, un indicador de envejecimiento acelerado https://t.co/b9pTey12Yb",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento acelerado,0.0
40,Lecturas24H,,"📌 Discapacidad, ¿el precio por vivir más? #Envejecimiento https://t.co/NoBIjdlDea",False,"Comunidad de Madrid, España",Discapacidad ¿el precio por vivir más Envejecimiento,0.0
41,NotaVeraz,,🔥 Sentirte joven hará que se retrase el envejecimiento de tu cerebro https://t.co/XWSI0vrVw0,False,"Comunidad de Madrid, España",Sentirte joven hará que se retrase el envejecimiento de tu cerebro,-0.3182
42,Selfcareve2,,"Paso 1.
↬ Desmaquillarte.
 Quitarte el maquillaje todos los días es quizá la tarea más importante que debes hacer para tener un cutis limpio. Dormir con maquillaje acelera el envejecimiento, abre los poros, causa puntos negros y favorece la aparición de arrugas y acné.",False,,"Paso 1
↬ Desmaquillarte
 Quitarte el maquillaje todos los días es quizá la tarea más importante que debes hacer para tener un cutis limpio Dormir con maquillaje acelera el envejecimiento abre los poros causa puntos negros y favorece la aparición de arrugas y acné",0.6997
43,gelatinantonio,gelatinantonio,"RT @gelatinantonio: Conocen los beneficios de comer gelatinas hechas con ingredientes NATURALES ?

1)HUESOS Y ARTICULACIONES SALUDABLES.…",True,"TLÁLPÁN,CDMX","Conocen los beneficios de comer gelatinas hechas con ingredientes NATURALES 

1HUESOS Y ARTICULACIONES SALUDABLES…",0.8506
44,Max CR7Brady,"DEMlAN43, mediotiempo",@DEMlAN43 @mediotiempo La posición del portero es las que más tarda en llegar a la longevidad en un equipo! Hoy estaría jugando Europa League con el Standard Liegue! Ah pero en México le ganamos a cualquier equipo de la liga de Bélgica! Jajaja por dios,False,"Titan, Planeta de Thanos ",La posición del portero es las que más tarda en llegar a la longevidad en un equipo Hoy estaría jugando Europa League con el Standard Liegue Ah pero en México le ganamos a cualquier equipo de la liga de Bélgica Jajaja por dios,0.8402
45,Selfcareve2,,"Como muchos saben, mantener el cutis limpio es la clave para lucir un rostro terso, saludable e hidratado. Si eres fiel a tu rutina de limpieza podrás retardar la aparición de las arrugas, prevenir el envejecimiento prematuro y evitar los enrojecimientos.",False,,Como muchos saben mantener el cutis limpio es la clave para lucir un rostro terso saludable e hidratado Si eres fiel a tu rutina de limpieza podrás retardar la aparición de las arrugas prevenir el envejecimiento prematuro y evitar los enrojecimientos,0.7351
46,ProEditores,,📌 Si quieres vivir muchos años... Asegúrate de tener una pareja feliz https://t.co/vpnzv0i9GS,False,"Comunidad de Madrid, España",Si quieres vivir muchos años Asegúrate de tener una pareja feliz,0.743
47,InfoApuntes,,"📌 Discapacidad, ¿el precio por vivir más? #Envejecimiento https://t.co/cF0zng63jZ",False,"Comunidad de Madrid, España",Discapacidad ¿el precio por vivir más Envejecimiento,0.0
48,infoen280,,¿Cuándo empieza el envejecimiento? Un estudio revela la edad precisa - https://t.co/hElSLtwY7S https://t.co/xoCbZVe2B3,False,Republica Argentina,¿Cuándo empieza el envejecimiento Un estudio revela la edad precisa,0.0
49,CLICMODO,,📌 Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30 https://t.co/pKX3sQd6vS,False,"Comunidad de Madrid, España",Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30,0.4404
50,gmppalmensilla,AndaluciaJunta,"RT @AndaluciaJunta: 👴🏃 #EnBuenaEdad promueve el envejecimiento saludable y activo 💻 Desde su puesta en marcha en abril de 2018, ha recibido…",True,"Almensilla, España",EnBuenaEdad promueve el envejecimiento saludable y activo  Desde su puesta en marcha en abril de 2018 ha recibido…,0.7783
51,InterDifusion,,⚡️ Si quieres vivir muchos años... Asegúrate de tener una pareja feliz https://t.co/BupsCdWh5N,False,"Comunidad de Madrid, España",Si quieres vivir muchos años Asegúrate de tener una pareja feliz,0.743
52,VelaJuanvela,"Laresmayores, MayoresRadio, Grupo SENDA",RT @Laresmayores: Recordamos que recibe el #PremioLares a #medios de #comunicación el programa de radio @MayoresRadio de @Grupo_SENDA por d…,True,"Madrid, Comunidad de Madrid",Recordamos que recibe el PremioLares a medios de comunicación el programa de radio  de  por d…,0.0
53,m ontoba,BeautyworksBcn,"RT @BeautyworksBcn: ▶️ Sculptra #BeautyWorksClinic , hoy os mostramos un tratamiento indicado para la corrección de los signos de envejecim…",True,,Sculptra BeautyWorksClinic  hoy os mostramos un tratamiento indicado para la corrección de los signos de envejecim…,0.0
54,VelaJuanvela,Laresmayores,"RT @Laresmayores: La #AtenciónCentrada en las Personas actúa siempre con la persona en el centro de #atención. 
El #confort es una de las b…",True,"Madrid, Comunidad de Madrid","La AtenciónCentrada en las Personas actúa siempre con la persona en el centro de atención 
El confort es una de las b…",0.3612
55,Enteremonos,,🔥 Científicos explican por qué viven más tiempo las mujeres que los hombres #Longevidad https://t.co/cAMEKu8eym,False,"Comunidad de Madrid, España",Científicos explican por qué viven más tiempo las mujeres que los hombres Longevidad,0.0
56,tonalic,elcolegiohgo,"RT @elcolegiohgo: #ArtículodeOpinión 
“Envejecimiento demográfico”, escribe el Dr. Ignacio César Cruz Islas, profesor investigador de  @elc…",True,Mexico City (DF),"ArtículodeOpinión 
“Envejecimiento demográfico” escribe el Dr Ignacio César Cruz Islas profesor investigador de  …",0.0
57,SuperTrinos,,"📌 Caminar lento a los 45 años, un indicador de envejecimiento acelerado https://t.co/9csyoasG2y",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento acelerado,0.0
58,AnaKarinaurdan5,YVKE MUNDIAL,RT @YVKE_MUNDIAL: 🔹 Investigadores revelan que dieta mediterránea ralentiza el envejecimiento celular https://t.co/ScTzGtITOW  https://t.co…,True,,Investigadores revelan que dieta mediterránea ralentiza el envejecimiento celular   …,0.0
59,Flejemachango,,"Ayuda a reducir la mortalidad y retrasa el envejecimiento.
Reduce los indicadores de inflamación.
Ayudan a mejorar nuestro perfil lipídico, es decir, nuestro colesterol, además de reducir los triglicéridos.
Tienen efectos positivos sobre nuestra plasticidad neuronal.",False,De Las Palmas meneño,"Ayuda a reducir la mortalidad y retrasa el envejecimiento
Reduce los indicadores de inflamación
Ayudan a mejorar nuestro perfil lipídico es decir nuestro colesterol además de reducir los triglicéridos
Tienen efectos positivos sobre nuestra plasticidad neuronal",0.8957
60,santosricardo01,BBNEspanol,RT @BBNEspanol: En la próxima hora escucha Visión para Vivir. Aprendemos con la serie: Fortaleciendo sus Valores. Hoy el tema Fortaleciendo…,True,Panama,En la próxima hora escucha Visión para Vivir Aprendemos con la serie Fortaleciendo sus Valores Hoy el tema Fortaleciendo…,0.7184
61,Ivantrinidad18,El Universal Mx,"RT @El_Universal_Mx: La vida agitada, el trabajo y un sin número de actividades, puede llevar a las personas a comer mal, lo que repercute…",True,"Nuevo León, México",La vida agitada el trabajo y un sin número de actividades puede llevar a las personas a comer mal lo que repercute…,0.0772
62,ZAV ALA,elbotiquinmx,"RT @elbotiquinmx: Si tienes 34 o más, lamentamos decirte que ya estás envejeciendo. https://t.co/JgfGQ0LpPE",True,"PUEBLA, PUE.",Si tienes 34 o más lamentamos decirte que ya estás envejeciendo,-0.4728
63,Ana49478846,velvet bet,RT @velvet_bet: Ya iniciaron las actividades en #CASSA #INED CALMECAC GRUPO UNIDO PARA EL BIENESTAR en la UH Acueducto Xochimilco 👏🏼👏🏼👏🏼 #P…,True,,Ya iniciaron las actividades en CASSA INED CALMECAC GRUPO UNIDO PARA EL BIENESTAR en la UH Acueducto Xochimilco  P…,0.5473
64,ExuvianceCr,,"El Peeling de Ácido Glicólico es un de los más utilizados 

📍Disminuye los signos de envejecimiento
📍Unifica el tono de la piel
📍Restaura el brillo juvenil
📍Favorecer la regeneración de la piel
📍Estimula la producción de colágeno y elastina https://t.co/yLlV3ERR0h",False,Costa Rica,"El Peeling de Ácido Glicólico es un de los más utilizados 

Disminuye los signos de envejecimiento
Unifica el tono de la piel
Restaura el brillo juvenil
Favorecer la regeneración de la piel
Estimula la producción de colágeno y elastina",0.7964
65,TuitSugerido,,🔥 Sentirte joven hará que se retrase el envejecimiento de tu cerebro https://t.co/4BRcDYlcbJ,False,"Comunidad de Madrid, España",Sentirte joven hará que se retrase el envejecimiento de tu cerebro,-0.3182
66,Martintxonea,Gamboabi,RT @Gamboabi: Magnífica estrategia las del ayuntamiento de Iruña poniendo en la bajada de Iturrama a Azpilagaña unas escaleras mecánicas qu…,True,Navarra-Nafarroa,Magnífica estrategia las del ayuntamiento de Iruña poniendo en la bajada de Iturrama a Azpilagaña unas escaleras mecánicas qu…,0.4767
67,87cjavier,DianaPacios,"RT @DianaPacios: “Desde 1980, se han producido 52 millones de abortos en la UE”
52 millones de niños que no nacieron. 
Es el equivalente a…",True,Argentina,"“Desde 1980 se han producido 52 millones de abortos en la UE”
52 millones de niños que no nacieron 
Es el equivalente a…",0.0
68,DemonAlex07,karen 3004 DB,"@karen_3004_DB talvez no lo domine del todo este poder..... pero yo me enfrento a un problema mas gordo que black, este poder puede hacer lo que sea, los revivio o no? Y no solo eso ustedes ya no moriran por asesinato o algo por el estilo ahora sera por causas naturales o envejecimiento +",False,,talvez no lo domine del todo este poder pero yo me enfrento a un problema mas gordo que black este poder puede hacer lo que sea los revivio o no Y no solo eso ustedes ya no moriran por asesinato o algo por el estilo ahora sera por causas naturales o envejecimiento,-0.941
69,infoen280,,¿Cuándo empieza el envejecimiento? Un estudio revela la edad precisa - https://t.co/hElSLtwY7S https://t.co/kVE2ODDchn,False,Republica Argentina,¿Cuándo empieza el envejecimiento Un estudio revela la edad precisa,0.0
70,DrJauzMD,Hiperenlazados,"RT @Hiperenlazados: ⚡️ Caminar lento a los 45 años, un indicador de envejecimiento prematuro #Estudio https://t.co/BXd1RWt8GM",True,Hospital Militar,Caminar lento a los 45 años un indicador de envejecimiento prematuro Estudio,0.0
71,GrandesMedios,,🔥 Sentirte joven hará que se retrase el envejecimiento de tu cerebro https://t.co/Q7Qvekzgvw,False,"Madrid, España",Sentirte joven hará que se retrase el envejecimiento de tu cerebro,-0.3182
72,LFSG7,DianaPacios,"RT @DianaPacios: “Desde 1980, se han producido 52 millones de abortos en la UE”
52 millones de niños que no nacieron. 
Es el equivalente a…",True,,"“Desde 1980 se han producido 52 millones de abortos en la UE”
52 millones de niños que no nacieron 
Es el equivalente a…",0.0
73,lacasadelaetica,"Alter Ego777, 20m","RT @Alter_Ego777: El FMI cree que la longevidad es ""un riesgo financiero"" y sugiere bajar las pensiones via @20m https://t.co/EJvdCsqGKG",True,Colombia,El FMI cree que la longevidad es un riesgo financiero y sugiere bajar las pensiones via,-0.5106
74,meredithblakeof,El Universal Mx,"RT @El_Universal_Mx: La vida agitada, el trabajo y un sin número de actividades, puede llevar a las personas a comer mal, lo que repercute…",True,,La vida agitada el trabajo y un sin número de actividades puede llevar a las personas a comer mal lo que repercute…,0.0772
75,El Universal Mx,,"La vida agitada, el trabajo y un sin número de actividades, puede llevar a las personas a comer mal, lo que repercute en la salud y se ve reflejado en un envejecimiento prematuro https://t.co/j0ecvLu4Af",False,Centro de la Ciudad de México,La vida agitada el trabajo y un sin número de actividades puede llevar a las personas a comer mal lo que repercute en la salud y se ve reflejado en un envejecimiento prematuro,0.0772
76,julysn8,IESSZamora,"RT @IESSZamora: Como parte de la estrategia #IESSProSalud, los adultos mayores del Programa de Envejecimiento Activo y Saludable de Zamora,…",True,,Como parte de la estrategia IESSProSalud los adultos mayores del Programa de Envejecimiento Activo y Saludable de Zamora…,0.6597
77,jantonio639,arnauportatil,"RT @arnauportatil: Ayurveda, la ciencia de la longevidad. https://t.co/U32Je58Pjp",True,Venezuela,Ayurveda la ciencia de la longevidad,0.0
78,IvanRSaldias,GemaBonnin,"@GemaBonnin Y no puede ser que la especie de Yoda tenga un metabolismo muy lento??
Explicaría su longevidad...
¯\_(ツ)_/¯",False,I feel a bit stupid Here,"Y no puede ser que la especie de Yoda tenga un metabolismo muy lento
Explicaría su longevidad
¯¯",0.0
79,Ravalle ni,leondeacoyapa,"RT @leondeacoyapa: Algunas personas escriben tuits enojadas. Tomelo con humor. Recuerde que la risa previene el infarto, facilita la digest…",True,,Algunas personas escriben tuits enojadas Tomelo con humor Recuerde que la risa previene el infarto facilita la digest…,0.3182
80,Hiperenlazados,,"⚡️ Caminar lento a los 45 años, un indicador de envejecimiento prematuro #Estudio https://t.co/BXd1RWt8GM",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento prematuro Estudio,0.0
81,ariabueno,,📺 Esta es la razón de que los llamados super-agers sean tan longevos y tengan tanta salud... https://t.co/MbRExfgf1d,False,"Alcorcón, Comunidad de Madrid",Esta es la razón de que los llamados superagers sean tan longevos y tengan tanta salud,0.0
82,ManuduManuel,LaPorres,RT @LaPorres: #Alzheimer #cuidadores #excuidadores #demencias #envejecimiento #ageing #PersonasMayores #NuevaLongevidad    #SomosAlzheimerU…,True,,Alzheimer cuidadores excuidadores demencias envejecimiento ageing PersonasMayores NuevaLongevidad    SomosAlzheimerU…,0.0
83,rafapg,BeautyworksBcn,"RT @BeautyworksBcn: ▶️ Sculptra #BeautyWorksClinic , hoy os mostramos un tratamiento indicado para la corrección de los signos de envejecim…",True,"ÜT: 10.453345,-66.857391",Sculptra BeautyWorksClinic  hoy os mostramos un tratamiento indicado para la corrección de los signos de envejecim…,0.0
84,YanetRo50139443,MINSAPCuba,RT @MINSAPCuba: #Cuba trabaja para garantizar una atención de #salud de calidad al adulto mayor y lograr una vejez saludable. En la actuali…,True,,Cuba trabaja para garantizar una atención de salud de calidad al adulto mayor y lograr una vejez saludable En la actuali…,0.8176
85,marcohene,DianaPacios,"RT @DianaPacios: “Desde 1980, se han producido 52 millones de abortos en la UE”
52 millones de niños que no nacieron. 
Es el equivalente a…",True,,"“Desde 1980 se han producido 52 millones de abortos en la UE”
52 millones de niños que no nacieron 
Es el equivalente a…",0.0
86,a polizianus,DianaPacios,"RT @DianaPacios: “Desde 1980, se han producido 52 millones de abortos en la UE”
52 millones de niños que no nacieron. 
Es el equivalente a…",True,"Buenos Aires, Argentina","“Desde 1980 se han producido 52 millones de abortos en la UE”
52 millones de niños que no nacieron 
Es el equivalente a…",0.0
87,juliorobertod,napocornejo,"RT @napocornejo: Hoy en cosas que ya se saben pero que se siguen confirmando:

El estrés acelera el envejecimiento. El estres emocional o l…",True,El Salvador,"Hoy en cosas que ya se saben pero que se siguen confirmando

El estrés acelera el envejecimiento El estres emocional o l…",-0.7579
88,rivonrl,arnauportatil,"RT @arnauportatil: Ayurveda, la ciencia de la longevidad. https://t.co/U32Je58Pjp",True,Querétaro,Ayurveda la ciencia de la longevidad,0.0
89,soycarlanicole,DianaPacios,"RT @DianaPacios: “Desde 1980, se han producido 52 millones de abortos en la UE”
52 millones de niños que no nacieron. 
Es el equivalente a…",True,,"“Desde 1980 se han producido 52 millones de abortos en la UE”
52 millones de niños que no nacieron 
Es el equivalente a…",0.0
90,carlospineyroa,davidelcampoW1,"RT @davidelcampoW1: Mientras España va a China a pedir que instalen aquí su fábrica de  baterías, en China se hacen eco de que en España @P…",True,,Mientras España va a China a pedir que instalen aquí su fábrica de  baterías en China se hacen eco de que en España …,0.0
91,DebesLeerlo,,⚡️ ¿Cuántos años podemos vivir los humanos? #Longevidad https://t.co/roAAm69s7S,False,"Madrid, Comunidad de Madrid",¿Cuántos años podemos vivir los humanos Longevidad,0.0
92,DoctorNeuroGen,genotipia,RT @genotipia: Manuel Collado: “Estamos empezando a ver resultados espectaculares que apuntan a la posibilidad de incidir sobre el envejeci…,True,"La Serena, Chile",Manuel Collado “Estamos empezando a ver resultados espectaculares que apuntan a la posibilidad de incidir sobre el envejeci…,0.0
93,ClubEditorial,,"🔥 Caminar lento a los 45 años, un indicador de envejecimiento prematuro #Estudio https://t.co/R9oHJX4Ss3",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento prematuro Estudio,0.0
94,NeoInformes,,📌 Si quieres vivir muchos años... Asegúrate de tener una pareja feliz https://t.co/XICzfgefOl,False,"Comunidad de Madrid, España",Si quieres vivir muchos años Asegúrate de tener una pareja feliz,0.743
95,TelevisaAcaNot,,Un estudio científico encontró propiedades antioxidantes y 'rejuvenecedoras' dentro de la cerveza común https://t.co/7SoMzhoeHA,False,"Acapulco, México.",Un estudio científico encontró propiedades antioxidantes y rejuvenecedoras dentro de la cerveza común,0.0
96,NereaValmue,nrtglzz,RT @nrtglzz: cada día k pasa en el q trabajas d cara al público estás mas cerca del envejecimiento prematuro,True,,cada día k pasa en el q trabajas d cara al público estás mas cerca del envejecimiento prematuro,0.0
