,emisor,mencionado,texto,rt,localizacion,texto_limpio,sent_score
19,vanelucyos,"DeporteEc, Deporte CZ2","RT @DeporteEc: Junto a instructores de la Coordinación @Deporte_CZ2, adultos mayores de Napo realizan actividades físicas rítmicas y recrea…",True,,Junto a instructores de la Coordinación  adultos mayores de Napo realizan actividades físicas rítmicas y recrea…,0.0
20,AESTE oficial,GrupoAmavir,"🎄@GrupoAmavir convoca un concurso de artes plásticas entre sus usuarios de residencia y centro de día para elaborar la tarjeta con la que felicitará las fiestas navideñas.
¡Las ganadoras: Eladia Garrido (84 años), Fe García (80 años) y Carmen Marigil (86 años)!
#PersonasMayores https://t.co/RG6hKqqPZv",False,España,"convoca un concurso de artes plásticas entre sus usuarios de residencia y centro de día para elaborar la tarjeta con la que felicitará las fiestas navideñas
¡Las ganadoras Eladia Garrido 84 años Fe García 80 años y Carmen Marigil 86 años
PersonasMayores",0.7964
21,Deporte CZ2,"DeporteEc, Deporte CZ2","RT @DeporteEc: Junto a instructores de la Coordinación @Deporte_CZ2, adultos mayores de Napo realizan actividades físicas rítmicas y recrea…",True,Ecuador,Junto a instructores de la Coordinación  adultos mayores de Napo realizan actividades físicas rítmicas y recrea…,0.0
22,cuanto curioso,,🍁 El envejecimiento puede revertirse como cualquier enfermedad gracias a un fármaco sintetizado por la Escuela de Medicina de Harvard.... https://t.co/gTh58Mycgq,False,España y Latinoamérica,El envejecimiento puede revertirse como cualquier enfermedad gracias a un fármaco sintetizado por la Escuela de Medicina de Harvard,0.6597
23,TuiterPro,,🔰 Si quieres vivir muchos años... Asegúrate de tener una pareja feliz https://t.co/REdt0GeWR5,False,"Comunidad de Madrid, España",Si quieres vivir muchos años Asegúrate de tener una pareja feliz,0.743
24,InterDifusion,,"⚠️ ¿Te gustaría vivir más tiempo? Asegúrate de tener una pareja feliz, dice la ciencia https://t.co/BupsCdWh5N",False,"Comunidad de Madrid, España",¿Te gustaría vivir más tiempo Asegúrate de tener una pareja feliz dice la ciencia,0.8176
25,k4r1n4solucion,gaby vargas,"RT @gaby_vargas: La mejor medicina para la salud y el secreto de la longevidad es dormir ocho horas diarias.
#EneergíaTuPoder https://t.co/…",True,"Copilco Universidad, Coyoacán","La mejor medicina para la salud y el secreto de la longevidad es dormir ocho horas diarias
EneergíaTuPoder …",0.6369
26,Aarlin MyD,,"Exfolia tu piel al menos tres veces por semana. Inclúyelo en tu rutina antes de dormir y verás una piel limpia y tonificada, libre de impurezas y evitarás el envejecimiento prematuro. Hazlo con un producto especializado o con uno casero. #consejos #salud #belleza https://t.co/uI8GrUKRpI",False,,Exfolia tu piel al menos tres veces por semana Inclúyelo en tu rutina antes de dormir y verás una piel limpia y tonificada libre de impurezas y evitarás el envejecimiento prematuro Hazlo con un producto especializado o con uno casero consejos salud belleza,0.872
27,RepartoDigital,,"💡 Caminar lento a los 45 años, un indicador de envejecimiento prematuro #Estudio https://t.co/8nxm0lYBHB",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento prematuro Estudio,0.0
28,CSSPanama,,"El azúcar es uno de los principales contribuidores de las elevadas tasas de obesidad y sobrepeso en los países desarrollados, así como uno de los principales culpables del envejecimiento prematuro y las enfermedades crónicas como enfermedades cardíacas, diabetes y cáncer. https://t.co/y0Jrfnq56I",False,Panamá,El azúcar es uno de los principales contribuidores de las elevadas tasas de obesidad y sobrepeso en los países desarrollados así como uno de los principales culpables del envejecimiento prematuro y las enfermedades crónicas como enfermedades cardíacas diabetes y cáncer,-0.7003
29,Enteremonos,,🔰 Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30 https://t.co/EGUN21g8KN,False,"Comunidad de Madrid, España",Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30,0.4404
30,GuardiaDigital,,🔰 Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30 https://t.co/wb2O6sWZws,False,"Comunidad de Madrid, España",Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30,0.4404
31,Valdsirma1,"A VCarranza, julioc moreno","RT @A_VCarranza: @julioc_moreno hizo entrega del Apoyo a #PersonasMayores Formadoras del Hogar 👵🏻🧓🏼 de #VCarranza.  

#ExperienciaYResultad…",True,,"hizo entrega del Apoyo a PersonasMayores Formadoras del Hogar  de VCarranza  

ExperienciaYResultad…",0.4019
32,parquempresaria,,El agua hidrogenada de Hydrogen ayuda a la prevención del envejecimiento prematuro https://t.co/2ZBVEon9bR https://t.co/VCzSecH5hE,False,"Aravaca, Madrid",El agua hidrogenada de Hydrogen ayuda a la prevención del envejecimiento prematuro,0.4019
33,leiregaray,grupo ssi,RT @grupo_ssi: Prisioneras en su propia casa: así es el día a día de miles de #PersonasMayores con #discapacidad https://t.co/2ifORt6nFr,True,Bilbao. Siempre Bilbao.,Prisioneras en su propia casa así es el día a día de miles de PersonasMayores con discapacidad,-0.5106
34,leiregaray,"grupo ssi, VidaCaixa",RT @grupo_ssi: Estudio de @VidaCaixa sobre la percepción del envejecimiento y las personas mayores #EnevejecimientoActivo https://t.co/V9jL…,True,Bilbao. Siempre Bilbao.,Estudio de  sobre la percepción del envejecimiento y las personas mayores EnevejecimientoActivo …,0.0
35,leiregaray,grupo ssi,"RT @grupo_ssi: ¡Ampliamos el plazo hasta el 20 de diciembre!
¿Tienes experiencia trabajando en el ámbito de la Consultoría y el envejecimie…",True,Bilbao. Siempre Bilbao.,"¡Ampliamos el plazo hasta el 20 de diciembre
¿Tienes experiencia trabajando en el ámbito de la Consultoría y el envejecimie…",0.1779
36,Difusion365,,"🔰 Caminar lento a los 45 años, un indicador de envejecimiento prematuro #Estudio https://t.co/9bhHDI06Ut",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento prematuro Estudio,0.0
37,harintonDeArmas,"Laportadasm, AdultoMayorSM",RT @Laportadasm: #SantaMarta @AdultoMayorSM participan en la primera tertulia: ‘Vejez y Envejecimiento’ https://t.co/TBJbY0UezZ,True,Santa Marta,SantaMarta  participan en la primera tertulia ‘Vejez y Envejecimiento’,0.0
38,xirife,CruzRojaEsp,RT @CruzRojaEsp: La #soledad de las #PersonasMayores es un tema que nos preocupa y sobre el que trabajamos. Te contamos más en este nuevo n…,True,Betanzos - A Coruña - Galicia,La soledad de las PersonasMayores es un tema que nos preocupa y sobre el que trabajamos Te contamos más en este nuevo n…,0.0
39,NormaAnzules7,AlexMauricioNez,"RT @AlexMauricioNez: La atención a los adultos mayores es una prioridad para  #ElGobiernoDeTodos
Para tener un envejecimiento activo, en lo…",True,"Loreto, Ecuador","La atención a los adultos mayores es una prioridad para  ElGobiernoDeTodos
Para tener un envejecimiento activo en lo…",0.4019
40,CazcoKarla,"IESSPastaza, IESSPastaza","RT @IESSPastaza: Varios jubilados pertenecientes a los Talleres de Envejecimiento Activo del @IessPastaza, recibieron tratamiento médico po…",True,,Varios jubilados pertenecientes a los Talleres de Envejecimiento Activo del  recibieron tratamiento médico po…,0.4019
41,AgendaOnline,,⚠️ Científicos explican por qué viven más tiempo las mujeres que los hombres #Longevidad https://t.co/ZFzvsqSYfn,False,"Madrid, Comunidad de Madrid",Científicos explican por qué viven más tiempo las mujeres que los hombres Longevidad,0.0
42,nachofoyatier,RocioSuarezOrd1,Con @RocioSuarezOrd1  estamos trabajando para una ciudad amigable con los mayores donde se aliente el envejecimiento activo. Los esperamos a todos el próximo miércoles 18 de diciembre a las 18 hs en Plazoleta del Aguaribay https://t.co/wAYMTMMcAF,False,,Con   estamos trabajando para una ciudad amigable con los mayores donde se aliente el envejecimiento activo Los esperamos a todos el próximo miércoles 18 de diciembre a las 18 hs en Plazoleta del Aguaribay,0.9022
43,SEFAC aldia,rosallull,"RT @rosallull: El peso del envejecimiento lo están soportando la familia y los cuidadores! Si los pacientes mayores, dependientes y sus fam…",True,España,El peso del envejecimiento lo están soportando la familia y los cuidadores Si los pacientes mayores dependientes y sus fam…,0.4404
44,UltraTextual,,"💡 Discapacidad, ¿el precio por vivir más? #Envejecimiento https://t.co/RHWAlJiyS9",False,"Comunidad de Madrid, España",Discapacidad ¿el precio por vivir más Envejecimiento,0.0
45,IndosIgnacio,"hierbasdulces, Bretols155, traduccioautom","@hierbasdulces @Bretols155 @traduccioautom Basta, por cierto, con comprobar los datos de población por edades del INE, para concluir que quieres no pudieron votar en 1978 no superan el 55% de los que pueden hacerlo hoy. La reducida natalidad y la longevidad tienen que ver con ello.",False,,Basta por cierto con comprobar los datos de población por edades del INE para concluir que quieres no pudieron votar en 1978 no superan el 55 de los que pueden hacerlo hoy La reducida natalidad y la longevidad tienen que ver con ello,-0.2732
46,reyes ins,gaby vargas,"RT @gaby_vargas: La mejor medicina para la salud y el secreto de la longevidad es dormir ocho horas diarias.
#EneergíaTuPoder https://t.co/…",True,,"La mejor medicina para la salud y el secreto de la longevidad es dormir ocho horas diarias
EneergíaTuPoder …",0.6369
47,Marisol64274990,"A VCarranza, julioc moreno","RT @A_VCarranza: @julioc_moreno hizo entrega del Apoyo a #PersonasMayores Formadoras del Hogar 👵🏻🧓🏼 de #VCarranza. 

#ExperienciaYResultado…",True,,"hizo entrega del Apoyo a PersonasMayores Formadoras del Hogar  de VCarranza 

ExperienciaYResultado…",0.4019
48,jmmgazquez,UMU,Hoy he tenido mi primera experiencia impartiendo el seminario 'Orígenes de la Longevidad Humana' para estudiantes de Enfermeria de la @UMU y ha sido una de las mejores experiencias de mi vida laboral. Muchísimas gracias por la oportunidad y por la recepción. https://t.co/SHrCwo8D9U,False,"Murcia, España",Hoy he tenido mi primera experiencia impartiendo el seminario Orígenes de la Longevidad Humana para estudiantes de Enfermeria de la  y ha sido una de las mejores experiencias de mi vida laboral Muchísimas gracias por la oportunidad y por la recepción,0.8591
49,irene maga,rosallull,"RT @rosallull: El peso del envejecimiento lo están soportando la familia y los cuidadores! Si los pacientes mayores, dependientes y sus fam…",True,españa,El peso del envejecimiento lo están soportando la familia y los cuidadores Si los pacientes mayores dependientes y sus fam…,0.4404
50,Laportadasm,AdultoMayorSM,#SantaMarta @AdultoMayorSM participan en la primera tertulia: ‘Vejez y Envejecimiento’ https://t.co/TBJbY0UezZ,False,"Santa Marta, Colombia",SantaMarta  participan en la primera tertulia ‘Vejez y Envejecimiento’,0.0
51,Sanzera40,abcdesevilla,RT @abcdesevilla: El protagonismo de Joaquín al conseguir el hat trick decisivo en el #Betis – Athletic Club con 38 años ha traspasado fron…,True,,El protagonismo de Joaquín al conseguir el hat trick decisivo en el Betis – Athletic Club con 38 años ha traspasado fron…,0.1779
52,EjeDigital,,⚠️ Si quieres vivir muchos años... Asegúrate de tener una pareja feliz https://t.co/0NG9c22FhD,False,"Comunidad de Madrid, España",Si quieres vivir muchos años Asegúrate de tener una pareja feliz,0.743
53,rosallull,,"El peso del envejecimiento lo están soportando la familia y los cuidadores! Si los pacientes mayores, dependientes y sus familias se sienten solas y desamparadas... es que hay que ponerse las pilas, porque está es la realidad! #FundaciónSEFAC! https://t.co/IkLuhuyEDI",False,,El peso del envejecimiento lo están soportando la familia y los cuidadores Si los pacientes mayores dependientes y sus familias se sienten solas y desamparadas es que hay que ponerse las pilas porque está es la realidad FundaciónSEFAC,0.2263
54,MariaRey57," FJavierGJ , MariaRey57, E G0MEZ, AyVeva, RafaPrezPallars, JoseVengeanc3",RT @_FJavierGJ_: @MariaRey57 @E_G0MEZ @AyVeva @RafaPrezPallars @JoseVengeanc3 Puede leer esta página especializada y el PDF que hay en la m…,True,,Puede leer esta página especializada y el PDF que hay en la m…,0.0
55,ZonaMediatica,,⚠️ Sentirte joven hará que se retrase el envejecimiento de tu cerebro https://t.co/SGG1u4FcGC,False,"Comunidad de Madrid, España",Sentirte joven hará que se retrase el envejecimiento de tu cerebro,-0.3182
56,leosinti,gaby vargas,"RT @gaby_vargas: La mejor medicina para la salud y el secreto de la longevidad es dormir ocho horas diarias.
#EneergíaTuPoder https://t.co/…",True,,"La mejor medicina para la salud y el secreto de la longevidad es dormir ocho horas diarias
EneergíaTuPoder …",0.6369
57,VictoriaYong74,"A VCarranza, julioc moreno","RT @A_VCarranza: @julioc_moreno hizo entrega del Apoyo a #PersonasMayores Formadoras del Hogar 👵🏻🧓🏼 de #VCarranza.  

#ExperienciaYResultad…",True,ciudad de mexico,"hizo entrega del Apoyo a PersonasMayores Formadoras del Hogar  de VCarranza  

ExperienciaYResultad…",0.4019
58,VictoriaYong74,"A VCarranza, julioc moreno","RT @A_VCarranza: @julioc_moreno hizo entrega del Apoyo a #PersonasMayores Formadoras del Hogar 👵🏻🧓🏼 de #VCarranza. 

#ExperienciaYResultado…",True,ciudad de mexico,"hizo entrega del Apoyo a PersonasMayores Formadoras del Hogar  de VCarranza 

ExperienciaYResultado…",0.4019
59,MaRya ,abcdesevilla,RT @abcdesevilla: El protagonismo de Joaquín al conseguir el hat trick decisivo en el #Betis – Athletic Club con 38 años ha traspasado fron…,True,⭐ Belmez-Córdoba-Granada ⭐,El protagonismo de Joaquín al conseguir el hat trick decisivo en el Betis – Athletic Club con 38 años ha traspasado fron…,0.1779
60,Piba roja,elbotiquinmx,RT @elbotiquinmx: Esto las convierte en una fuente perfecta para luchar contra el envejecimiento. https://t.co/r055SET8OR,True,MÉXICO,Esto las convierte en una fuente perfecta para luchar contra el envejecimiento,0.296
61,altiusmedical,BTIBiotech,"RT @BTIBiotech: Investigadores españoles demuestran que el consumo de alimentos con un elevado contenido de antioxidantes, como frutos seco…",True,Duitama,Investigadores españoles demuestran que el consumo de alimentos con un elevado contenido de antioxidantes como frutos seco…,0.0
62,Bigcrassh,,"&lt;&lt;El envejecimiento fisiológico no se produce a un ritmo uniforme, sino que atraviesa al menos tres momentos clave relacionados con los niveles de determinadas proteínas en la sangre.

Esos tres momentos clave ocurren de media a lo…https://t.co/Rk876HWAFF https://t.co/WavOjnFP7e",False,México,"ltltEl envejecimiento fisiológico no se produce a un ritmo uniforme sino que atraviesa al menos tres momentos clave relacionados con los niveles de determinadas proteínas en la sangre

Esos tres momentos clave ocurren de media a lo…",0.3919
63,Jmcapitang,"fisiomarina lg, unisevilla, Efp US","RT @fisiomarina_lg: A través de @unisevilla  SACU, D. JM capitán explica a los alumnos de @Efp_US nociones básicas de alimentación saludabl…",True,"Sevilla, España",A través de   SACU D JM capitán explica a los alumnos de  nociones básicas de alimentación saludabl…,0.0
64,twiCKter,,"El envejecimiento no es continuo, sino por saltos https://t.co/BaiFZlzNnE",False,En la silla,El envejecimiento no es continuo sino por saltos,0.0
65,ProEditores,,💡 ¿Cuántos años podemos vivir los humanos? #Longevidad https://t.co/C6WHmgJ7PD,False,"Comunidad de Madrid, España",¿Cuántos años podemos vivir los humanos Longevidad,0.0
66,cambises1971,"Mirene27253974, JoeTab1944","RT @Mirene27253974: @JoeTab1944 Ya ganaste si eso quieres:
1. Cn PROTOCOLO ACOPLE ILEGAL.
2. Cn desgastes varios debido a envejecimiento mo…",True,,"Ya ganaste si eso quieres
1 Cn PROTOCOLO ACOPLE ILEGAL
2 Cn desgastes varios debido a envejecimiento mo…",-0.0857
67,ColEnferMalaga,,"""La contribución de los profesionales de #enfermería al reto del envejecimiento poblacional es relativamente fácil de identificar, y también de priorizar, por parte de los agentes decisores"" https://t.co/CFmB1ZYVxG Entrevista al colegiado Gonzalo Aranda",False,"C. Juan de Herrera, 38  Málaga",La contribución de los profesionales de enfermería al reto del envejecimiento poblacional es relativamente fácil de identificar y también de priorizar por parte de los agentes decisores  Entrevista al colegiado Gonzalo Aranda,0.4939
68,TuitSugerido,,🔰 Sentirte joven hará que se retrase el envejecimiento de tu cerebro https://t.co/4BRcDYlcbJ,False,"Comunidad de Madrid, España",Sentirte joven hará que se retrase el envejecimiento de tu cerebro,-0.3182
69,beakmantopace,SanzBely,"@SanzBely Ok, de que tienes que envejecer más, eso va pasar pero puedes hacer mas lento el envejecimiento con unos típs que mi abuelo en alh momento me lo dijo de niño. 1. No desvelarse, 2. No estar muchas horas bajo el sol, no bañarse con agua caliente, no tatuarte. (1/2)",False,,Ok de que tienes que envejecer más eso va pasar pero puedes hacer mas lento el envejecimiento con unos típs que mi abuelo en alh momento me lo dijo de niño 1 No desvelarse 2 No estar muchas horas bajo el sol no bañarse con agua caliente no tatuarte 12,0.1531
70,Norma83480003,"A VCarranza, julioc moreno","RT @A_VCarranza: @julioc_moreno hizo entrega del Apoyo a #PersonasMayores Formadoras del Hogar 👵🏻🧓🏼 de #VCarranza. 

#ExperienciaYResultado…",True,,"hizo entrega del Apoyo a PersonasMayores Formadoras del Hogar  de VCarranza 

ExperienciaYResultado…",0.4019
71,Norma83480003,"A VCarranza, julioc moreno","RT @A_VCarranza: @julioc_moreno hizo entrega del Apoyo a #PersonasMayores Formadoras del Hogar 👵🏻🧓🏼 de #VCarranza.  

#ExperienciaYResultad…",True,,"hizo entrega del Apoyo a PersonasMayores Formadoras del Hogar  de VCarranza  

ExperienciaYResultad…",0.4019
72,PilaraRo321,"FamiliaCEU, FPilares","Si quieres especializarte en atención a #PersonasMayores y con #discapacidad siguiendo el modelo #AICP, es momento de reservar tu plaza en el curso de @FamiliaCEU y @FPilares.Con visitas y encuentros con profesionales y centros que aplican esta metodología. https://t.co/sxAgKmNBJf",False,,Si quieres especializarte en atención a PersonasMayores y con discapacidad siguiendo el modelo AICP es momento de reservar tu plaza en el curso de  y Con visitas y encuentros con profesionales y centros que aplican esta metodología,0.0772
73,DeporteCZ6,"DeporteEc, Deporte CZ2","RT @DeporteEc: Junto a instructores de la Coordinación @Deporte_CZ2, adultos mayores de Napo realizan actividades físicas rítmicas y recrea…",True,Ecuador,Junto a instructores de la Coordinación  adultos mayores de Napo realizan actividades físicas rítmicas y recrea…,0.0
74,DeOlagorta,"SEFAC aldia, jagarcian","RT @SEFAC_aldia: .@jagarcian: ""El envejecimiento será el primer motor de transformación social"" #FundacionSEFAC",True,,El envejecimiento será el primer motor de transformación social FundacionSEFAC,0.0
75,Alexx Streisand,gaby vargas,"RT @gaby_vargas: La mejor medicina para la salud y el secreto de la longevidad es dormir ocho horas diarias.
#EneergíaTuPoder https://t.co/…",True,"Merida, yucatan,mexico","La mejor medicina para la salud y el secreto de la longevidad es dormir ocho horas diarias
EneergíaTuPoder …",0.6369
76,abcdesevilla,AFDLP,El protagonismo de Joaquín al conseguir el hat trick decisivo en el #Betis – Athletic Club con 38 años ha traspasado fronteras https://t.co/esuYJRzR7b vía @AFDLP,False,Sevilla,El protagonismo de Joaquín al conseguir el hat trick decisivo en el Betis – Athletic Club con 38 años ha traspasado fronteras  vía,0.1779
77,SEFAC aldia,jagarcian,".@jagarcian: ""El envejecimiento será el primer motor de transformación social"" #FundacionSEFAC",False,España,El envejecimiento será el primer motor de transformación social FundacionSEFAC,0.0
78,DeporteEc,Deporte CZ2,"Junto a instructores de la Coordinación @Deporte_CZ2, adultos mayores de Napo realizan actividades físicas rítmicas y recreativas que ayudan a un envejecimiento saludable. #MúeveteEcuador https://t.co/OEwRagjuea",False,Ecuador,Junto a instructores de la Coordinación  adultos mayores de Napo realizan actividades físicas rítmicas y recreativas que ayudan a un envejecimiento saludable MúeveteEcuador,0.6597
79,ladyreyes80,gaby vargas,"RT @gaby_vargas: La mejor medicina para la salud y el secreto de la longevidad es dormir ocho horas diarias.
#EneergíaTuPoder https://t.co/…",True,,"La mejor medicina para la salud y el secreto de la longevidad es dormir ocho horas diarias
EneergíaTuPoder …",0.6369
80,maestroviejoes,,"El envejecimiento no es continuo, sino por saltos https://t.co/75YL2JEp4l https://t.co/q8PhMEYvXN",False,España,El envejecimiento no es continuo sino por saltos,0.0
81,PadiPatito,gaby vargas,"RT @gaby_vargas: La mejor medicina para la salud y el secreto de la longevidad es dormir ocho horas diarias.
#EneergíaTuPoder https://t.co/…",True,,"La mejor medicina para la salud y el secreto de la longevidad es dormir ocho horas diarias
EneergíaTuPoder …",0.6369
82,ManuduManuel,gTtVIH,"RT @gTtVIH: La PrEP y el envejecimiento de las personas con VIH, protagonistas de la apertura del Congreso GeSIDA 2019 https://t.co/QT9vkDt…",True,,La PrEP y el envejecimiento de las personas con VIH protagonistas de la apertura del Congreso GeSIDA 2019 …,0.0
83,Postematico,,"⚠️ Caminar lento a los 45 años, un indicador de envejecimiento acelerado https://t.co/n7df6ZGfTR",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento acelerado,0.0
84,Lop2Olga,MJ SaludBelleza,"RT @MJ_SaludBelleza: Tocoferol: Vitamina E de origen natural, que actúa como antioxidante retardando el envejecimiento de la piel.

https:/…",True,"Comunidad de Madrid, España","Tocoferol Vitamina E de origen natural que actúa como antioxidante retardando el envejecimiento de la piel

https…",0.5719
85,jjalonso grx,el pais,"Está claro que los estímulos a la natalidad son un rotundo caso de éxito. La longevidad se dispara y la natalidad naufraga. El dinero público muy bien usado. ¡Puff! 

España registró en 2018 la cifra más baja de nacimientos en 20 años https://t.co/uhJKcXXo7Y a través de @el_pais",False,"Granada, Región de Granada, España.","Está claro que los estímulos a la natalidad son un rotundo caso de éxito La longevidad se dispara y la natalidad naufraga El dinero público muy bien usado ¡Puff 

España registró en 2018 la cifra más baja de nacimientos en 20 años  a través de",0.7501
86,SSJUANPABLOIIK1,gaby vargas,"RT @gaby_vargas: La mejor medicina para la salud y el secreto de la longevidad es dormir ocho horas diarias.
#EneergíaTuPoder https://t.co/…",True,GUADALAJARA  JALISCO MEXICO,"La mejor medicina para la salud y el secreto de la longevidad es dormir ocho horas diarias
EneergíaTuPoder …",0.6369
87,martingarcia0k,,"Mi papá indignado por que le subieron la prepaga y cuando llamó le dijeron que el aumento corresponde por su longevidad, básicamente lo trataron de viejo pobre Albert",False,,Mi papá indignado por que le subieron la prepaga y cuando llamó le dijeron que el aumento corresponde por su longevidad básicamente lo trataron de viejo pobre Albert,-0.5859
88,gTtVIH,,"La PrEP y el envejecimiento de las personas con VIH, protagonistas de la apertura del Congreso GeSIDA 2019 https://t.co/QT9vkDtsJt",False,"Barcelona y Madrid, España",La PrEP y el envejecimiento de las personas con VIH protagonistas de la apertura del Congreso GeSIDA 2019,0.0
89,EjeDigital,,🔰 Científicos explican por qué viven más tiempo las mujeres que los hombres #Longevidad https://t.co/hztFkCyAw9,False,"Comunidad de Madrid, España",Científicos explican por qué viven más tiempo las mujeres que los hombres Longevidad,0.0
