,emisor,mencionado,texto,rt,localizacion,texto_limpio,sent_score
46,TemaGlobal,,💡 ¿Cuántos años podemos vivir los humanos? #Longevidad https://t.co/h8VpAiCsfO,False,"Madrid, Comunidad de Madrid",¿Cuántos años podemos vivir los humanos Longevidad,0.0
47,anapatriciarrss,elmejoraloeweb,"RT @elmejoraloeweb: TÓNICO ANTIEDAD SUAVE👱‍♀️💚
Echa un vistazo⏩ https://t.co/Dp7q33QeWq⏪

⚜️⚜️⚜️

✅Para pieles secas y sensibles
🌼Previene…",True,Spain,"TÓNICO ANTIEDAD SUAVE
Echa un vistazo ⏪



Para pieles secas y sensibles
Previene…",0.0
48,AnaPatricia GC,elmejoraloeweb,"RT @elmejoraloeweb: TÓNICO ANTIEDAD SUAVE👱‍♀️💚
Echa un vistazo⏩ https://t.co/Dp7q33QeWq⏪

⚜️⚜️⚜️

✅Para pieles secas y sensibles
🌼Previene…",True,"Rías Baixas, Madrid y donde haga falta!","TÓNICO ANTIEDAD SUAVE
Echa un vistazo ⏪



Para pieles secas y sensibles
Previene…",0.0
49,EjeDigital,,🔰 Si quieres vivir muchos años... Asegúrate de tener una pareja feliz https://t.co/0NG9c22FhD,False,"Comunidad de Madrid, España",Si quieres vivir muchos años Asegúrate de tener una pareja feliz,0.743
50,pegpao,InfocomS,"RT @InfocomS: ➡️El reto del #envejecimiento 

👉El número de centenarios se ha duplicado en #Catalunya en la última década https://t.co/kQ2B…",True,Madrid,"El reto del envejecimiento 

El número de centenarios se ha duplicado en Catalunya en la última década …",0.1531
51,cruzrojava,CruzRojaEsp,RT @CruzRojaEsp: La #soledad de las #PersonasMayores es un tema que nos preocupa y sobre el que trabajamos. Te contamos más en este nuevo n…,True,,La soledad de las PersonasMayores es un tema que nos preocupa y sobre el que trabajamos Te contamos más en este nuevo n…,0.0
52,BeatrizValenzu2,tablon noticias,RT @tablon_noticias: 🔔 El envejecimiento puede revertirse como cualquier enfermedad gracias a un fármaco sintetizado por la Escuela de Medi…,True, Por todo el mundo🌍🌎🌏,El envejecimiento puede revertirse como cualquier enfermedad gracias a un fármaco sintetizado por la Escuela de Medi…,0.6597
53,DominiqueRoujou,spanish wl,"RT @spanish_wl: Esta es la segunda parte de nuestro periplo por #RibeiraSacra en la que hablamos de suelos, paisajes, variedades y capacida…",True,Baiona (Pontevedra),Esta es la segunda parte de nuestro periplo por RibeiraSacra en la que hablamos de suelos paisajes variedades y capacida…,0.0
54,infoen280,,"El envejecimiento no es continuo, sino por saltos - Tendencias 21 https://t.co/h7IQwuJnko",False,Republica Argentina,El envejecimiento no es continuo sino por saltos  Tendencias 21,0.0
55,dannyelita777,yo gringoloco,RT @yo_gringoloco: Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro. Seguiremos informando. #NoMasEvo https:/…,True,,Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro Seguiremos informando NoMasEvo https…,-0.3182
56,NotaVeraz,,🔰 Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30 https://t.co/1kcjBD2nnH,False,"Comunidad de Madrid, España",Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30,0.4404
57,ramonsune,"geay juliette, LaVanguardia","Un país de centenarios. Cerca de 2.000 catalanes han cumplido los 100 años. Por @geay_juliette
@LaVanguardia

https://t.co/Uwy1DQ8WZu",False,"Barcelona, Catalunya",Un país de centenarios Cerca de 2000 catalanes han cumplido los 100 años Por,0.0
58,CLICMODO,,"🔰 Caminar lento a los 45 años, un indicador de envejecimiento prematuro #Estudio https://t.co/cvY4rkUPwr",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento prematuro Estudio,0.0
59,Define Inst,,"💣 Grandes avances en la lucha contra el cáncer, la diabetes, la demencia y otras enfermedades provocadas por el envejecimiento celular... https://t.co/8jtvMKendb",False,"Vigo, España",Grandes avances en la lucha contra el cáncer la diabetes la demencia y otras enfermedades provocadas por el envejecimiento celular,-0.7906
60,MultiGaceta,,🔰 Científicos explican por qué viven más tiempo las mujeres que los hombres #Longevidad https://t.co/dEBDgSGGbY,False,"Comunidad de Madrid, España",Científicos explican por qué viven más tiempo las mujeres que los hombres Longevidad,0.0
61,IMMedicoHosp,Advantage JA,".@Advantage_JA insta a actuar ya ante el progresivo #envejecimiento de la población y el elevado coste sanitario que puede suponer el tratamiento del #paciente frágil
 https://t.co/R0LbiGFtsU",False,España,insta a actuar ya ante el progresivo envejecimiento de la población y el elevado coste sanitario que puede suponer el tratamiento del paciente frágil,0.0
62,GuardiaDigital,,🔰 ¿Cuántos años podemos vivir los humanos? #Longevidad https://t.co/00SPeZMDGI,False,"Comunidad de Madrid, España",¿Cuántos años podemos vivir los humanos Longevidad,0.0
63,PedroCanoD,,"El número de centenarios se ha duplicado en Catalunya en la última década

Casi dos mil personas alcanzan ya el siglo de vida en Cataluña 

#envejecimiento #Aging 

https://t.co/IjE1c3jyvW",False,"Barcelona, España","El número de centenarios se ha duplicado en Catalunya en la última década

Casi dos mil personas alcanzan ya el siglo de vida en Cataluña 

envejecimiento Aging",0.2732
64,jsanjosea,felipeisidro13,"RT @felipeisidro13: EJERCICIO&amp;ENVEJECIMIENTO
Desgaste de TELÓMEROS, inestabilidad genómica, alteraciones epigenéticas, pérdida de proteosta…",True,Blue Zones,"EJERCICIOampENVEJECIMIENTO
Desgaste de TELÓMEROS inestabilidad genómica alteraciones epigenéticas pérdida de proteosta…",-0.3182
65,ElIlustrativo,,"💡 ¿Te gustaría vivir más tiempo? Asegúrate de tener una pareja feliz, dice la ciencia https://t.co/fdPI3mxADY",False,"Comunidad de Madrid, España",¿Te gustaría vivir más tiempo Asegúrate de tener una pareja feliz dice la ciencia,0.8176
66,Unapoyoparati,,"El número de centenarios se ha duplicado en Catalunya en la última década

Casi dos mil personas alcanzan ya el siglo de vida

https://t.co/TzuGJr8rEc",False,BARCELONA/ESPAÑA,"El número de centenarios se ha duplicado en Catalunya en la última década

Casi dos mil personas alcanzan ya el siglo de vida",0.2732
67,GacetaMadrid,,"💡 Discapacidad, ¿el precio por vivir más? #Envejecimiento https://t.co/8lC9N4or0o",False,"Comunidad de Madrid, España",Discapacidad ¿el precio por vivir más Envejecimiento,0.0
68,cartgi,EnriqueSanz MGA,RT @EnriqueSanz_MGA: Interesantes reflexiones sobre el impacto de la #robotización en la economía del #envejecimiento. Un artículo del Dr.…,True,,Interesantes reflexiones sobre el impacto de la robotización en la economía del envejecimiento Un artículo del Dr…,0.4019
69,ElIlustrativo,,"⚠️ Caminar lento a los 45 años, un indicador de envejecimiento acelerado https://t.co/b9pTey12Yb",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento acelerado,0.0
70,JFabianGuillen,yo gringoloco,RT @yo_gringoloco: Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro. Seguiremos informando. #NoMasEvo https:/…,True,Bolivia,Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro Seguiremos informando NoMasEvo https…,-0.3182
71,carlosgarciaSSI,grupo ssi,"RT @grupo_ssi: Oferta de #empleo en #GrupoSSI - área de #emprendimiento.
Buscamos un perfil de Técnico de Consultoría en Envejecimiento.
Re…",True,bilbao,"Oferta de empleo en GrupoSSI  área de emprendimiento
Buscamos un perfil de Técnico de Consultoría en Envejecimiento
Re…",0.0
72,Difusion365,,💡 Científicos explican por qué viven más tiempo las mujeres que los hombres #Longevidad https://t.co/lBoig1USj6,False,"Comunidad de Madrid, España",Científicos explican por qué viven más tiempo las mujeres que los hombres Longevidad,0.0
73,Francisc0Dehesa,gaby vargas,"RT @gaby_vargas: La mejor medicina para la salud y el secreto de la longevidad es dormir ocho horas diarias.
#EneergíaTuPoder https://t.co/…",True,CDMX,"La mejor medicina para la salud y el secreto de la longevidad es dormir ocho horas diarias
EneergíaTuPoder …",0.6369
74,elmejoraloeweb,,"TÓNICO ANTIEDAD SUAVE👱‍♀️💚
Echa un vistazo⏩ https://t.co/Dp7q33QeWq⏪

⚜️⚜️⚜️

✅Para pieles secas y sensibles
🌼Previene el envejecimiento prematuro
❌No contiene alcohol

⚜️⚜️⚜️

#ElMejorAloe #Belleza #beauty #Salud #Health #natural
#cosméticanatural 👉 https://t.co/yS9hV7f6Yk https://t.co/YIJvsCQCmm",False,"Granada, Andalucía. SPAIN","TÓNICO ANTIEDAD SUAVE
Echa un vistazo ⏪



Para pieles secas y sensibles
Previene el envejecimiento prematuro
No contiene alcohol



ElMejorAloe Belleza beauty Salud Health natural
cosméticanatural",0.886
75,infoen280,,"El envejecimiento no es continuo, sino por saltos - Tendencias 21 https://t.co/vbNoVOxx5u",False,Republica Argentina,El envejecimiento no es continuo sino por saltos  Tendencias 21,0.0
76,3718metros,,"💣 Grandes avances en la lucha contra el cáncer, la diabetes, la demencia y otras enfermedades provocadas por el envejecimiento celular... https://t.co/BUrsmpvYRD",False,Tenerife,Grandes avances en la lucha contra el cáncer la diabetes la demencia y otras enfermedades provocadas por el envejecimiento celular,-0.7906
77,Javier Ales,CruzRojaEsp,RT @CruzRojaEsp: La #soledad de las #PersonasMayores es un tema que nos preocupa y sobre el que trabajamos. Te contamos más en este nuevo n…,True,,La soledad de las PersonasMayores es un tema que nos preocupa y sobre el que trabajamos Te contamos más en este nuevo n…,0.0
78,InfocomS,radiobilbao,🔝Mercedes no pasará sola la Navidad https://t.co/0S5YkeQwNn vía @radiobilbao #SoledadNoDeseada #PersonasMayores,False,"Madrid, Comunidad de Madrid",Mercedes no pasará sola la Navidad  vía  SoledadNoDeseada PersonasMayores,0.1877
79,Jep Sanchez,,El número de centenarios se ha duplicado en Catalunya en la última década https://t.co/pphxFBq4Yp,False,Barcelona,El número de centenarios se ha duplicado en Catalunya en la última década,0.0772
80,pepe miguel 82,fjconpe,"RT @fjconpe: Familias fuertes/duraderas = natalidad = supervivencia de la nación.

Volatilidad familiar = infranatalidad = fin de la nación…",True,,"Familias fuertesduraderas  natalidad  supervivencia de la nación

Volatilidad familiar  infranatalidad  fin de la nación…",0.0
81,Ivanna61529618,yo gringoloco,RT @yo_gringoloco: Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro. Seguiremos informando. #NoMasEvo https:/…,True,Bolivia,Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro Seguiremos informando NoMasEvo https…,-0.3182
82,Enteremonos,,"⚠️ ¿Te gustaría vivir más tiempo? Asegúrate de tener una pareja feliz, dice la ciencia https://t.co/W2LLAhIA72",False,"Comunidad de Madrid, España",¿Te gustaría vivir más tiempo Asegúrate de tener una pareja feliz dice la ciencia,0.8176
83,InfoLecturas,,💡 Si quieres vivir muchos años... Asegúrate de tener una pareja feliz https://t.co/Mv37g4zE16,False,"Valencia, España",Si quieres vivir muchos años Asegúrate de tener una pareja feliz,0.743
84,InfocomS,LaVanguardia,"➡️El reto del #envejecimiento 

👉El número de centenarios se ha duplicado en #Catalunya en la última década https://t.co/kQ2BbYWlKP Vía @LaVanguardia #Longevidad",False,"Madrid, Comunidad de Madrid","El reto del envejecimiento 

El número de centenarios se ha duplicado en Catalunya en la última década  Vía  Longevidad",0.1531
85,javiergoiko,Geriatriamexico,RT @Geriatriamexico: El #envejecimiento de la población es el resultado de una tendencia persistente de disminución de las tasas de fecundi…,True,"Bizkaia, País Vasco. Spain",El envejecimiento de la población es el resultado de una tendencia persistente de disminución de las tasas de fecundi…,0.0
86,Merypuig,EnriqueSanz MGA,RT @EnriqueSanz_MGA: Interesantes reflexiones sobre el impacto de la #robotización en la economía del #envejecimiento. Un artículo del Dr.…,True,"Madrid, España",Interesantes reflexiones sobre el impacto de la robotización en la economía del envejecimiento Un artículo del Dr…,0.4019
87,TemaGlobal,,"💡 ¿Te gustaría vivir más tiempo? Asegúrate de tener una pareja feliz, dice la ciencia https://t.co/TFewnUl44R",False,"Madrid, Comunidad de Madrid",¿Te gustaría vivir más tiempo Asegúrate de tener una pareja feliz dice la ciencia,0.8176
88,JorgeWiden,yo gringoloco,RT @yo_gringoloco: Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro. Seguiremos informando. #NoMasEvo https:/…,True,,Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro Seguiremos informando NoMasEvo https…,-0.3182
89,TemaGlobal,,⚠️ Si quieres vivir muchos años... Asegúrate de tener una pareja feliz https://t.co/TFewnUl44R,False,"Madrid, Comunidad de Madrid",Si quieres vivir muchos años Asegúrate de tener una pareja feliz,0.743
90,TecNovedosos,,"🔰 Caminar lento a los 45 años, un indicador de envejecimiento acelerado https://t.co/s3jUnseAYl",False,España,Caminar lento a los 45 años un indicador de envejecimiento acelerado,0.0
91,nadiadlatrc,GacetaMadrid,"RT @GacetaMadrid: ⚠️ ¿Te gustaría vivir más tiempo? Asegúrate de tener una pareja feliz, dice la ciencia https://t.co/O9gaI7hHP0",True,,¿Te gustaría vivir más tiempo Asegúrate de tener una pareja feliz dice la ciencia,0.8176
92,Leticia041271,tablon noticias,RT @tablon_noticias: 🔔 El envejecimiento puede revertirse como cualquier enfermedad gracias a un fármaco sintetizado por la Escuela de Medi…,True,Peronia ,El envejecimiento puede revertirse como cualquier enfermedad gracias a un fármaco sintetizado por la Escuela de Medi…,0.6597
93,MutuaTrapagaran,lasprovincias,"#España registra su cifra más baja de #nacimientos desde 1941 https://t.co/0enDOhAI3w
#estadísticas #muertes #INE #números #provincias #natalidad #vejez #longevidad #juventud 
@lasprovincias",False,"Trapagaran (Bizkaia, Euskadi)","España registra su cifra más baja de nacimientos desde 1941 
estadísticas muertes INE números provincias natalidad vejez longevidad juventud",-0.3182
94,InfoTextual,,⚠️ Científicos explican por qué viven más tiempo las mujeres que los hombres #Longevidad https://t.co/yzq7Pks2dK,False,"Comunidad de Madrid, España",Científicos explican por qué viven más tiempo las mujeres que los hombres Longevidad,0.0
