,emisor,mencionado,texto,rt,localizacion,texto_limpio,sent_score
19,flareaudio,brunos mind,"@brunos_mind La mejor solución sería asegurarse de limpiarlos entre cada uso. ¡Esto también ayuda a preservar la longevidad del producto también! Normalmente recomendamos reemplazar sus earfoams® cada 2-3 meses como máximo, esto depende de cuánto los use, por supuesto - TF",False,"Sussex, England",La mejor solución sería asegurarse de limpiarlos entre cada uso ¡Esto también ayuda a preservar la longevidad del producto también Normalmente recomendamos reemplazar sus earfoams® cada 23 meses como máximo esto depende de cuánto los use por supuesto  TF,0.9393
20,GuardiaDigital,,🔥 Sentirte joven hará que se retrase el envejecimiento de tu cerebro https://t.co/qPNhCCAAhY,False,"Comunidad de Madrid, España",Sentirte joven hará que se retrase el envejecimiento de tu cerebro,-0.3182
21,DonSinoptico,,"📌 ¿Te gustaría vivir más tiempo? Asegúrate de tener una pareja feliz, dice la ciencia https://t.co/I9tDKuhU56",False,"Comunidad de Madrid, España",¿Te gustaría vivir más tiempo Asegúrate de tener una pareja feliz dice la ciencia,0.8176
22,diario de avila,,El envejecimiento del parque móvil incrementa las ITV un 10% en los últimos cinco años https://t.co/QHz8R9tnBJ https://t.co/rXjXACvVmH,False,Ávila,El envejecimiento del parque móvil incrementa las ITV un 10 en los últimos cinco años,0.0
23,diariodeburgos,,El envejecimiento del parque móvil incrementa las ITV un 10% en los últimos cinco años https://t.co/VgAOi81rBk https://t.co/C5WJ9Su7dp,False,"Burgos, España",El envejecimiento del parque móvil incrementa las ITV un 10 en los últimos cinco años,0.0
24,CLICMODO,,"🔥 ¿Te gustaría vivir más tiempo? Asegúrate de tener una pareja feliz, dice la ciencia https://t.co/NQUnX6Onsm",False,"Comunidad de Madrid, España",¿Te gustaría vivir más tiempo Asegúrate de tener una pareja feliz dice la ciencia,0.8176
25,xavijim,labvinas,"RT @labvinas: Liposomial Well-Aging, especialista en el #cuidado de la #piel madura https://t.co/DFxwftaJZT  #envejecimiento #cutáneo #labo…",True,Barcelona,Liposomial WellAging especialista en el cuidado de la piel madura   envejecimiento cutáneo labo…,0.7184
26,SiiS doc,Autismo Espana,"#RecursosDeInterés📚El cuidado de mi salud: guía práctica para la promoción de la #salud de las #PersonasMayores con #TrastornoDelEspectroDelAutismo. 2ª ed. Serie: Salud, ✍️R. Vidriales et al., @Autismo_Espana, 2019, 55 p.➡️https://t.co/UBHtIvhLqv https://t.co/M6cP1MTegQ",False,Donostia-San Sebastián,RecursosDeInterésEl cuidado de mi salud guía práctica para la promoción de la salud de las PersonasMayores con TrastornoDelEspectroDelAutismo 2ª ed Serie Salud R Vidriales et al  2019 55 p,0.4939
27,reportalo24,RepartoDigital,RT @RepartoDigital: 🔥 Científicos explican por qué viven más tiempo las mujeres que los hombres #Longevidad https://t.co/hGy5tDsIHI,True,"9° 54' 41.47"" N",Científicos explican por qué viven más tiempo las mujeres que los hombres Longevidad,0.0
28,gineblog,alfonso casi,RT @alfonso_casi: Cambios ondulantes en los perfiles de proteoma plasmático humano a lo largo de la vida. El nuevo enfoque para el estudio…,True,Spain,Cambios ondulantes en los perfiles de proteoma plasmático humano a lo largo de la vida El nuevo enfoque para el estudio…,0.0
29,NeoInformes,,🔥 Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30 https://t.co/atgbG5BAPs,False,"Comunidad de Madrid, España",Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30,0.4404
30,GacetaMadrid,,⚡️ ¿Cuántos años podemos vivir los humanos? #Longevidad https://t.co/WlfX9tg6sR,False,"Comunidad de Madrid, España",¿Cuántos años podemos vivir los humanos Longevidad,0.0
31,GiraInformativa,,"🔥 ¿Te gustaría vivir más tiempo? Asegúrate de tener una pareja feliz, dice la ciencia https://t.co/v38u5983pX",False,"Comunidad de Madrid, España",¿Te gustaría vivir más tiempo Asegúrate de tener una pareja feliz dice la ciencia,0.8176
32, pravia,leondeacoyapa,"RT @leondeacoyapa: Algunas personas escriben tuits enojadas. Tomelo con humor. Recuerde que la risa previene el infarto, facilita la digest…",True,"San José, Costa Rica",Algunas personas escriben tuits enojadas Tomelo con humor Recuerde que la risa previene el infarto facilita la digest…,0.3182
33,NeoInformes,,🔥 Científicos explican por qué viven más tiempo las mujeres que los hombres #Longevidad https://t.co/ideC73aqkN,False,"Comunidad de Madrid, España",Científicos explican por qué viven más tiempo las mujeres que los hombres Longevidad,0.0
34,labvinas,,"Liposomial Well-Aging, especialista en el #cuidado de la #piel madura https://t.co/DFxwftaJZT  #envejecimiento #cutáneo #laboratoriosviñas https://t.co/IVGuxzuvl8",False,"Barcelona, España",Liposomial WellAging especialista en el cuidado de la piel madura   envejecimiento cutáneo laboratoriosviñas,0.7184
35,InfoApuntes,,📌 Científicos explican por qué viven más tiempo las mujeres que los hombres #Longevidad https://t.co/8DOjQScPVN,False,"Comunidad de Madrid, España",Científicos explican por qué viven más tiempo las mujeres que los hombres Longevidad,0.0
36,Postematico,,⚡️ Sentirte joven hará que se retrase el envejecimiento de tu cerebro https://t.co/6bLmNhASmT,False,"Comunidad de Madrid, España",Sentirte joven hará que se retrase el envejecimiento de tu cerebro,-0.3182
37,Luwal ,,"Bailar para proteger tu memoria de los estragos del envejecimiento.
https://t.co/6sNW9H5Vd3",False,"Bogotá, Colombia",Bailar para proteger tu memoria de los estragos del envejecimiento,0.3818
38,JOSEVICTORMONTA,,Evite el envejecimiento prematuro de su piel al aplicar estos eficientes tips – Hikmah Terbaik https://t.co/PVabVnTA0m,False,,Evite el envejecimiento prematuro de su piel al aplicar estos eficientes tips – Hikmah Terbaik,0.1531
39,LimaNoticia,LimaNewsWeek,"RT @LimaNewsWeek: Una dieta saludable ralentiza el envejecimiento celular, según un estudio - La Vanguardia https://t.co/thZv80wZEd",True,"Lima, Peru",Una dieta saludable ralentiza el envejecimiento celular según un estudio  La Vanguardia,0.4019
40,abel273,farmadrasancho,RT @farmadrasancho: Una dieta saludable ralentiza el envejecimiento celular https://t.co/D2wRbCg7wS,True,,Una dieta saludable ralentiza el envejecimiento celular,0.4019
41,PeruNewsweek,LimaNewsWeek,"RT @LimaNewsWeek: Una dieta saludable ralentiza el envejecimiento celular, según un estudio - La Vanguardia https://t.co/thZv80wZEd",True,"Lima, Peru",Una dieta saludable ralentiza el envejecimiento celular según un estudio  La Vanguardia,0.4019
42,RepartoDigital,,🔥 Científicos explican por qué viven más tiempo las mujeres que los hombres #Longevidad https://t.co/hGy5tDsIHI,False,"Comunidad de Madrid, España",Científicos explican por qué viven más tiempo las mujeres que los hombres Longevidad,0.0
43,hidratQ,farmadrasancho,RT @farmadrasancho: Una dieta saludable ralentiza el envejecimiento celular https://t.co/D2wRbCg7wS,True,,Una dieta saludable ralentiza el envejecimiento celular,0.4019
44,peruenlanoticia,LimaNewsWeek,"RT @LimaNewsWeek: Una dieta saludable ralentiza el envejecimiento celular, según un estudio - La Vanguardia https://t.co/thZv80wZEd",True,#PERÚ / EUROPA / #ASIA / LatAm,Una dieta saludable ralentiza el envejecimiento celular según un estudio  La Vanguardia,0.4019
45,orlovaeduarda71,,"TajadaFrita00 No me quedaría con ninguno de los dos jajajaja

Por sistema, diseño y pantalla, el Samsung. Por potencia y envejecimiento, el iPhone (da igual si es el 11, 11 Pro u 11 Pro Max)",False,"Cuauhtémoc, Distrito Federal","TajadaFrita00 No me quedaría con ninguno de los dos jajajaja

Por sistema diseño y pantalla el Samsung Por potencia y envejecimiento el iPhone da igual si es el 11 11 Pro u 11 Pro Max",-0.2732
46, GandAlfonso,,"TajadaFrita00 No me quedaría con ninguno de los dos jajajaja

Por sistema, diseño y pantalla, el Samsung. Por potencia y envejecimiento, el iPhone (da igual si es el 11, 11 Pro u 11 Pro Max)",False,"Tuxtepec, Mexico","TajadaFrita00 No me quedaría con ninguno de los dos jajajaja

Por sistema diseño y pantalla el Samsung Por potencia y envejecimiento el iPhone da igual si es el 11 11 Pro u 11 Pro Max",-0.2732
47,LimaNewsWeek,,"Una dieta saludable ralentiza el envejecimiento celular, según un estudio - La Vanguardia https://t.co/thZv80wZEd",False,"Lima, Peru",Una dieta saludable ralentiza el envejecimiento celular según un estudio  La Vanguardia,0.4019
48,iproup,,No es ciencia ficción: dentro de 20 años será posible revertir el proceso de envejecimiento https://t.co/scARAz5186,False,"Buenos Aires, Argentina",No es ciencia ficción dentro de 20 años será posible revertir el proceso de envejecimiento,0.0
49,Tuiterricolas,,📌 Sentirte joven hará que se retrase el envejecimiento de tu cerebro https://t.co/l1vDWZv69p,False,"Comunidad de Madrid, España",Sentirte joven hará que se retrase el envejecimiento de tu cerebro,-0.3182
50,Estetica MJesus,,"Nº50 REPAIRING OVERNIGHT ELIXIR

Elixir de textura aterciopelada y fundente, especialmente diseñado para potenciar el poder autorreparador de la piel mientras duermes preservando la longevidad celular.

Regalo perfecto para estas navidades 🎁

Regala cuidado, regala belleza. https://t.co/zykdAhDdUj",False,Quesada,"Nº50 REPAIRING OVERNIGHT ELIXIR

Elixir de textura aterciopelada y fundente especialmente diseñado para potenciar el poder autorreparador de la piel mientras duermes preservando la longevidad celular

Regalo perfecto para estas navidades 

Regala cuidado regala belleza",0.9274
51,Coaching Feliz,Coaching Feliz,"RT @Coaching_Feliz: Los 3 Beneficios de JUGAR 😃
#CoachingFeliz #Juego #Beneficios 
https://t.co/SZlVdMQa72
🎮Desarrolla la Creatividad 
🎮Te…",True,,"Los 3 Beneficios de JUGAR 
CoachingFeliz Juego Beneficios 

Desarrolla la Creatividad 
Te…",0.873
52,LaRedRevela,,"⚡️ Caminar lento a los 45 años, un indicador de envejecimiento prematuro #Estudio https://t.co/CI5hfvGCI2",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento prematuro Estudio,0.0
53,BeatrizValenzu2, Tiempo Muerto ,RT @_Tiempo_Muerto_: 📺 Esta es la razón de que los llamados super-agers sean tan longevos y tengan tanta salud... https://t.co/iBC2jfi6fw,True, Por todo el mundo🌍🌎🌏,Esta es la razón de que los llamados superagers sean tan longevos y tengan tanta salud,0.0
54,Economia 3,Lolatorrent148,"Ineca ve en la longevidad una oportunidad a nivel económico si se actúa a tiempo. Su presidente, Rafael Ballester, cree que las fortalezas de la provincia,  pueden ayudar a lograr un balance positivo en esta materia. ✅ Info 👉🏼  https://t.co/lvdFvnXxeV por @Lolatorrent148 https://t.co/vob6ew7Wob",False,"Valencia, España",Ineca ve en la longevidad una oportunidad a nivel económico si se actúa a tiempo Su presidente Rafael Ballester cree que las fortalezas de la provincia  pueden ayudar a lograr un balance positivo en esta materia  Info    por,0.875
55,tablon noticias,,"🎯 Grandes avances en la lucha contra el cáncer, la diabetes, la demencia y otras enfermedades provocadas por el envejecimiento celular... https://t.co/seTlPWzgre",False,España y el mundo,Grandes avances en la lucha contra el cáncer la diabetes la demencia y otras enfermedades provocadas por el envejecimiento celular,-0.7906
56,GeriatricArea,"Sociedad SEMI, BoehringerES, GeriatricArea",La Sociedad Española de Medicina Interna (@Sociedad_SEMI) y @BoehringerES convocan la segunda edición de sus Becas sobre Cronicidad y Pluripatología. El plazo para solicitar estas ayudas finaliza el 15 de diciembre. https://t.co/UncGNUzG5b…  vía @GeriatricArea,False,,La Sociedad Española de Medicina Interna  y  convocan la segunda edición de sus Becas sobre Cronicidad y Pluripatología El plazo para solicitar estas ayudas finaliza el 15 de diciembre …  vía,0.2263
57,torrezgonfatima,leondeacoyapa,"RT @leondeacoyapa: Algunas personas escriben tuits enojadas. Tomelo con humor. Recuerde que la risa previene el infarto, facilita la digest…",True,,Algunas personas escriben tuits enojadas Tomelo con humor Recuerde que la risa previene el infarto facilita la digest…,0.3182
58,JFerMar,caballano jl,"RT @caballano_jl: He bautizado un hecho: el “efecto familia Windsor”, donde la longevidad evita pasar el testigo a las nuevas generaciones,…",True,Lucena (Córdoba),He bautizado un hecho el “efecto familia Windsor” donde la longevidad evita pasar el testigo a las nuevas generaciones…,0.0772
59,ProAndroid,TajadaFrita00,"@TajadaFrita00 No me quedaría con ninguno de los dos jajajaja

Por sistema, diseño y pantalla, el Samsung. Por potencia y envejecimiento, el iPhone (da igual si es el 11, 11 Pro u 11 Pro Max)",False,eduard.esteller@proandroid.com,"No me quedaría con ninguno de los dos jajajaja

Por sistema diseño y pantalla el Samsung Por potencia y envejecimiento el iPhone da igual si es el 11 11 Pro u 11 Pro Max",-0.2732
60,LordKitchenette,DianaPacios,"RT @DianaPacios: “Desde 1980, se han producido 52 millones de abortos en la UE”
52 millones de niños que no nacieron. 
Es el equivalente a…",True,Lejos,"“Desde 1980 se han producido 52 millones de abortos en la UE”
52 millones de niños que no nacieron 
Es el equivalente a…",0.0
61,Laresmayores,,"La #AtenciónCentrada en las Personas actúa siempre con la persona en el centro de #atención. 
El #confort es una de las bases para permitir que las 
#personasmayores mejoren su #calidad de #vida.

➡ Trabajamos para #mejorar y #crecer desde esta perspectiva.

#CuidamoscoMpasión https://t.co/CoElCXixWM",False,España,"La AtenciónCentrada en las Personas actúa siempre con la persona en el centro de atención 
El confort es una de las bases para permitir que las 
personasmayores mejoren su calidad de vida

 Trabajamos para mejorar y crecer desde esta perspectiva

CuidamoscoMpasión",0.8481
62,Clinica dray,,Es esencial cuidar a diario la piel con la #cosmética adecuada. Contamos con 5 productos capaces de combatir los frentes del envejecimiento cutáneo y adaptarse a las necesidades de cada piel. Sus fórmulas entran dentro de la categoría llamada #cosmecéutica https://t.co/bbsLt0AwBX https://t.co/phH83ULZL8,False,"C/ Ortega y Gasset, 17",Es esencial cuidar a diario la piel con la cosmética adecuada Contamos con 5 productos capaces de combatir los frentes del envejecimiento cutáneo y adaptarse a las necesidades de cada piel Sus fórmulas entran dentro de la categoría llamada cosmecéutica,0.1531
63,Laresmayores,"MayoresRadio, Grupo SENDA","Recordamos que recibe el #PremioLares a #medios de #comunicación el programa de radio @MayoresRadio de @Grupo_SENDA por dar voz a las #personasmayores con contenidos de interés y actualidad, apoyando un #envejecimiento #activo y #saludable. 

¡Enhorabuena! 🏆 
#CuidamoscoMpasión https://t.co/lvYYLQuUeZ",False,España,"Recordamos que recibe el PremioLares a medios de comunicación el programa de radio  de  por dar voz a las personasmayores con contenidos de interés y actualidad apoyando un envejecimiento activo y saludable 

¡Enhorabuena  
CuidamoscoMpasión",0.9325
64,PremilifeES,,"La mayoría de agujeros maculares son idopáticos, lo cual significa que se producen en los ojos que no tienen una patología ocular previa Normalmente está relacionado con el proceso de envejecimiento del vítreo.#Premilife https://t.co/iiIiqbessZ",False,,La mayoría de agujeros maculares son idopáticos lo cual significa que se producen en los ojos que no tienen una patología ocular previa Normalmente está relacionado con el proceso de envejecimiento del vítreoPremilife,0.0
65,LaCronologia,,🔥 Sentirte joven hará que se retrase el envejecimiento de tu cerebro https://t.co/VtT4vjgMcG,False,"Comunidad de Madrid, España",Sentirte joven hará que se retrase el envejecimiento de tu cerebro,-0.3182
66,grupo ssi,,"Personas mayores con VIH, un reto sanitario mundial #PersonasMayores #Salud https://t.co/98rm96WpAG",False,"Bilbao, País Vasco",Personas mayores con VIH un reto sanitario mundial PersonasMayores Salud,0.0772
67,AEmpordainclou,ed Creativo,El envejecimiento de la población y el riesgo de la dependencia https://t.co/Jv1ZUrOHpH vía @ed_Creativo,False,Figueres - Alt Empordà,El envejecimiento de la población y el riesgo de la dependencia  vía,-0.2732
68,LaPublicacion,,⚡️ ¿Cuántos años podemos vivir los humanos? #Longevidad https://t.co/BwzlEJpnGk,False,"Madrid, Comunidad de Madrid",¿Cuántos años podemos vivir los humanos Longevidad,0.0
69,Gamboabi,,Magnífica estrategia las del ayuntamiento de Iruña poniendo en la bajada de Iturrama a Azpilagaña unas escaleras mecánicas que funcionan solo para bajar. Así los abueletes/as hacemos ejercicio para ir al centro de salud. Envejecimiento activo se llama,False,,Magnífica estrategia las del ayuntamiento de Iruña poniendo en la bajada de Iturrama a Azpilagaña unas escaleras mecánicas que funcionan solo para bajar Así los abueletesas hacemos ejercicio para ir al centro de salud Envejecimiento activo se llama,0.7003
70,Datos365,,"⚡️ ¿Te gustaría vivir más tiempo? Asegúrate de tener una pareja feliz, dice la ciencia https://t.co/iO6yfHarPl",False,"Comunidad de Madrid, España",¿Te gustaría vivir más tiempo Asegúrate de tener una pareja feliz dice la ciencia,0.8176
71,alfonso casi,,"Cambios ondulantes en los perfiles de proteoma plasmático humano a lo largo de la vida. El nuevo enfoque para el estudio del envejecimiento identifica caminos inesperados que pueden ofrecer objetivos para las enfermedades relacionadas con la edad.
https://t.co/piPj00PT2a",False,"Vitoria-Gasteiz, España",Cambios ondulantes en los perfiles de proteoma plasmático humano a lo largo de la vida El nuevo enfoque para el estudio del envejecimiento identifica caminos inesperados que pueden ofrecer objetivos para las enfermedades relacionadas con la edad,0.0
72,LosArticulistas,,"🔥 Discapacidad, ¿el precio por vivir más? #Envejecimiento https://t.co/UH6uFW9DAu",False,"Comunidad de Madrid, España",Discapacidad ¿el precio por vivir más Envejecimiento,0.0
73,AreaEditorial,,"⚡️ Caminar lento a los 45 años, un indicador de envejecimiento prematuro #Estudio https://t.co/j8GynTU5cK",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento prematuro Estudio,0.0
74,TeActualizas,,"🔥 Caminar lento a los 45 años, un indicador de envejecimiento acelerado https://t.co/8kors1J8Ze",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento acelerado,0.0
75, Tiempo Muerto ,,📺 Esta es la razón de que los llamados super-agers sean tan longevos y tengan tanta salud... https://t.co/iBC2jfi6fw,False,En el próximo puesto de avituallamiento,Esta es la razón de que los llamados superagers sean tan longevos y tengan tanta salud,0.0
76,ManagersMag,,"Gestión del crecimiento: Cuando su empresa pasa de la niñez a la adolescencia - https://t.co/TlW179yYua
Si pensamos en una empresa como una persona, podemos decir que también pasa por etapas: recién nacida, niñez, adolescencia, adultez, envejecimiento y fallecimiento, aunque ha…",False,España e Iberoámérica,"Gestión del crecimiento Cuando su empresa pasa de la niñez a la adolescencia  
Si pensamos en una empresa como una persona podemos decir que también pasa por etapas recién nacida niñez adolescencia adultez envejecimiento y fallecimiento aunque ha…",-0.3182
77,Spguillen,"redaccionmedica, universitatURV",RT @redaccionmedica: #MedicinaInterna | Un grupo investigador de la @universitatURV ha determinado que un patrón dietético rico en frutas y…,True,"Principado de Asturias, España",MedicinaInterna  Un grupo investigador de la  ha determinado que un patrón dietético rico en frutas y…,0.7184
78,GuardiaDigital,,"📌 Caminar lento a los 45 años, un indicador de envejecimiento prematuro #Estudio https://t.co/md13lnQoW4",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento prematuro Estudio,0.0
79,javiergoiko,,"""Tomar #medicación en las #PersonasMayores es difícil "" https://t.co/8GpP8djWQM",False,"Bizkaia, País Vasco. Spain",Tomar medicación en las PersonasMayores es difícil,-0.3612
80,Postematico,,"📌 Discapacidad, ¿el precio por vivir más? #Envejecimiento https://t.co/oP9k1ZbLwe",False,"Comunidad de Madrid, España",Discapacidad ¿el precio por vivir más Envejecimiento,0.0
81,siulsiul5,DianaPacios,"RT @DianaPacios: “Desde 1980, se han producido 52 millones de abortos en la UE”
52 millones de niños que no nacieron. 
Es el equivalente a…",True,Valencia (Spain),"“Desde 1980 se han producido 52 millones de abortos en la UE”
52 millones de niños que no nacieron 
Es el equivalente a…",0.0
82,redaccionmedica,universitatURV,#MedicinaInterna | Un grupo investigador de la @universitatURV ha determinado que un patrón dietético rico en frutas y verduras como la dieta mediterránea puede prevenir el #envejecimiento y el acortamiento natural de los telómeros. https://t.co/hpCZsjsWDY https://t.co/8yOXIYTr3f,False,España,MedicinaInterna  Un grupo investigador de la  ha determinado que un patrón dietético rico en frutas y verduras como la dieta mediterránea puede prevenir el envejecimiento y el acortamiento natural de los telómeros,0.8225
83,jucarsafe1972,AreaEditorial,"RT @AreaEditorial: 🔥 Caminar lento a los 45 años, un indicador de envejecimiento prematuro #Estudio https://t.co/j8GynTU5cK",True,bellpuig,Caminar lento a los 45 años un indicador de envejecimiento prematuro Estudio,0.0
84,ApunteIndicado,,"🔥 Caminar lento a los 45 años, un indicador de envejecimiento prematuro #Estudio https://t.co/joriwWyDsY",False,"Sevilla, España",Caminar lento a los 45 años un indicador de envejecimiento prematuro Estudio,0.0
85,InfoTextual,,⚡️ Sentirte joven hará que se retrase el envejecimiento de tu cerebro https://t.co/2E1Fq7XfKI,False,"Comunidad de Madrid, España",Sentirte joven hará que se retrase el envejecimiento de tu cerebro,-0.3182
86,Frikisimo,,"🎯 Grandes avances en la lucha contra el cáncer, la diabetes, la demencia y otras enfermedades provocadas por el envejecimiento celular... https://t.co/yHeMQSEq6S",False,Madrid,Grandes avances en la lucha contra el cáncer la diabetes la demencia y otras enfermedades provocadas por el envejecimiento celular,-0.7906
87,AreaEditorial,,"🔥 Caminar lento a los 45 años, un indicador de envejecimiento prematuro #Estudio https://t.co/j8GynTU5cK",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento prematuro Estudio,0.0
88,Difusion365,,"🔥 ¿Te gustaría vivir más tiempo? Asegúrate de tener una pareja feliz, dice la ciencia https://t.co/uFdl0zT31y",False,"Comunidad de Madrid, España",¿Te gustaría vivir más tiempo Asegúrate de tener una pareja feliz dice la ciencia,0.8176
89,GuardiaDigital,,"📌 Caminar lento a los 45 años, un indicador de envejecimiento acelerado https://t.co/md13lnQoW4",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento acelerado,0.0
90,TecNovedosos,,"🔥 Discapacidad, ¿el precio por vivir más? #Envejecimiento https://t.co/9jNOuCM1kb",False,España,Discapacidad ¿el precio por vivir más Envejecimiento,0.0
91,FundacioFibs,ObservaSoledad,"RT @ObservaSoledad: 🗣️ “La #residencia debe ser un lugar donde vivir y en el que la persona se sienta en su casa”.

Entrevistamos a Mercè M…",True,"Barcelona, Catalunya","“La residencia debe ser un lugar donde vivir y en el que la persona se sienta en su casa”

Entrevistamos a Mercè M…",0.0
