,emisor,mencionado,texto,rt,localizacion,texto_limpio,sent_score
0,AndreaTRock,elbotiquinmx,"RT @elbotiquinmx: Si tienes 34 o más, lamentamos decirte que ya estás envejeciendo. https://t.co/JgfGQ131ee",True,"Lima, Perú.",Si tienes 34 o más lamentamos decirte que ya estás envejeciendo,-0.4728
1,Salrez77,elbotiquinmx,"RT @elbotiquinmx: Si tienes 34 o más, lamentamos decirte que ya estás envejeciendo. https://t.co/JgfGQ131ee",True,Apodaca N.L.,Si tienes 34 o más lamentamos decirte que ya estás envejeciendo,-0.4728
2,decidida2010,,INTERESANTE https://t.co/0Yhir45a5b https://t.co/0Yhir45a5b,False,,INTERESANTE,0.4019
3,InfoTextual,,🌀 Científicos explican por qué viven más tiempo las mujeres que los hombres #Longevidad https://t.co/yzq7Pks2dK,False,"Comunidad de Madrid, España",Científicos explican por qué viven más tiempo las mujeres que los hombres Longevidad,0.0
4,logocostarica,,"#ViernesdeSalud

Cuando haces los mismo todos los días de forma monótona, tu cerebro se puede relentizar a falta de estimulos y acelerar el envejecimiento, Por eso regálate experiencias nuevas que mantengan tu cerebro en forma!
#SentidodeVida
.
#Logoterapia #CostaRica #Psicología https://t.co/5JBawgt6Uw",False,Costa Rica,"ViernesdeSalud

Cuando haces los mismo todos los días de forma monótona tu cerebro se puede relentizar a falta de estimulos y acelerar el envejecimiento Por eso regálate experiencias nuevas que mantengan tu cerebro en forma
SentidodeVida

Logoterapia CostaRica Psicología",0.294
5,inigoalli,CEDDD ,"RT @CEDDD_: ✍️😁 Se amplia el plazo para presentar los trabajos de investigación en la I Edición de los premios ""Longevia"" https://t.co/b2bw…",True,PAM|MAD|CAN|CAT|VAL,Se amplia el plazo para presentar los trabajos de investigación en la I Edición de los premios Longevia …,0.5423
6,silpalexuam,genotipia,RT @genotipia: #ENTREVISTA Vicente Andrés García: “Si somos capaces de frenar el envejecimiento prematuro es muy posible que encontremos pi…,True,"Distrito Federal, México",ENTREVISTA Vicente Andrés García “Si somos capaces de frenar el envejecimiento prematuro es muy posible que encontremos pi…,0.0
7,TELEMUNDO52,,"La meta del proyecto es entender cómo los genes, el estilo de vida, la alimentación, los cuidados médicos y el ambiente influyen en el envejecimiento,
https://t.co/DD9lxTrLzD",False,"Los Angeles, California",La meta del proyecto es entender cómo los genes el estilo de vida la alimentación los cuidados médicos y el ambiente influyen en el envejecimiento,0.4939
8,miguelvilcheshi,"Comillas iuem, OBIMID","RT @Comillas_iuem: Ya está listo el nuevo informe de nuestros compañeros de @OBIMID 
""Políticas comparadas de envejecimiento y cuidados. Lo…",True,"Guanajuato, Gto. México.","Ya está listo el nuevo informe de nuestros compañeros de  
Políticas comparadas de envejecimiento y cuidados Lo…",0.6908
9,GiraInformativa,,"🌀 Caminar lento a los 45 años, un indicador de envejecimiento prematuro #Estudio https://t.co/3XlNzW0GMx",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento prematuro Estudio,0.0
10,rafaparducci,ppizarrog,"RT @ppizarrog: Este es un ejemplo de como al igual que el Estado disminuye gastos en 🏡contribuciones, 💊medicamentos y 🚌transporte, el secto…",True,,Este es un ejemplo de como al igual que el Estado disminuye gastos en contribuciones medicamentos y transporte el secto…,0.0
11,AnisioMor,"planetaseres, AnisioMor","RT @planetaseres: @AnisioMor ¡Ah! Lo del unto está bien. Yo no lo tengo, nunca me acuerdo de comprarlo. Divino. Mucho urbanita aun no se ha…",True,"Madrileño,,,de barrios obreros",¡Ah Lo del unto está bien Yo no lo tengo nunca me acuerdo de comprarlo Divino Mucho urbanita aun no se ha…,0.6908
12,gerardo narv,elbotiquinmx,"RT @elbotiquinmx: Si tienes 34 o más, lamentamos decirte que ya estás envejeciendo. https://t.co/JgfGQ131ee",True,México,Si tienes 34 o más lamentamos decirte que ya estás envejeciendo,-0.4728
13,lunadeoroazul,velvet bet,"RT @velvet_bet: Atención, asesorías, servicios, cultura, entretenimiento, son algunas de las cosas que puedes encontrar en nuestras Ferias…",True,,Atención asesorías servicios cultura entretenimiento son algunas de las cosas que puedes encontrar en nuestras Ferias…,0.7184
14,RepartoDigital,,🔵 Científicos explican por qué viven más tiempo las mujeres que los hombres #Longevidad https://t.co/hGy5tDb7j8,False,"Comunidad de Madrid, España",Científicos explican por qué viven más tiempo las mujeres que los hombres Longevidad,0.0
15,VickyAleph,elbotiquinmx,"RT @elbotiquinmx: Si tienes 34 o más, lamentamos decirte que ya estás envejeciendo. https://t.co/JgfGQ131ee",True,,Si tienes 34 o más lamentamos decirte que ya estás envejeciendo,-0.4728
16,planetaseres,AnisioMor,"@AnisioMor ¡Ah! Lo del unto está bien. Yo no lo tengo, nunca me acuerdo de comprarlo. Divino. Mucho urbanita aun no se ha enterado cuál es el motivo de la longevidad de que la gente que ha vivido o sigue viviendo en las aldeas. El caldo amigos. Lleva proteínas, verdura, fécula, legumbres...",False,"Sanabria.  Zamora, Spain",¡Ah Lo del unto está bien Yo no lo tengo nunca me acuerdo de comprarlo Divino Mucho urbanita aun no se ha enterado cuál es el motivo de la longevidad de que la gente que ha vivido o sigue viviendo en las aldeas El caldo amigos Lleva proteínas verdura fécula legumbres,0.8316
17,DianaPacios,,"El invierno demográfico de la UE: envejecimiento poblacional, caída de la natalidad y aumento de abortos.
¡Mataron a 52 millones de niños antes de que nazcan, en los últimos 30 años!
Sigan promoviendo la extinción de la especie humana ! https://t.co/jycW3YF7UL",False,"Ciudad Autónoma de Buenos Aires, Argentina","El invierno demográfico de la UE envejecimiento poblacional caída de la natalidad y aumento de abortos
¡Mataron a 52 millones de niños antes de que nazcan en los últimos 30 años
Sigan promoviendo la extinción de la especie humana",-0.296
18,mirta fortunato,nu TRIceci,"RT @nu_TRIceci: Nuevos conocimientos sobre envejecimiento.

✓Tenemos 3 ""oleadas"": a los 36 años, a los 60 y a los 78; debido a las ondulaci…",True,Valentin Alsina Bs As Argentin,"Nuevos conocimientos sobre envejecimiento

Tenemos 3 oleadas a los 36 años a los 60 y a los 78 debido a las ondulaci…",0.0
19,TeActualizas,,"🔷 Discapacidad, ¿el precio por vivir más? #Envejecimiento https://t.co/f0WqYtBEG6",False,"Comunidad de Madrid, España",Discapacidad ¿el precio por vivir más Envejecimiento,0.0
20,memonuevo,nu TRIceci,"RT @nu_TRIceci: Nuevos conocimientos sobre envejecimiento.

✓Tenemos 3 ""oleadas"": a los 36 años, a los 60 y a los 78; debido a las ondulaci…",True,,"Nuevos conocimientos sobre envejecimiento

Tenemos 3 oleadas a los 36 años a los 60 y a los 78 debido a las ondulaci…",0.0
21,DianaPacios,,"“Desde 1980, se han producido 52 millones de abortos en la UE”
52 millones de niños que no nacieron. 
Es el equivalente a TODA la población Argentina 
Un holocausto. 
Resultado: envejecimiento poblacional https://t.co/8QvOWik4I6",False,"Ciudad Autónoma de Buenos Aires, Argentina","“Desde 1980 se han producido 52 millones de abortos en la UE”
52 millones de niños que no nacieron 
Es el equivalente a TODA la población Argentina 
Un holocausto 
Resultado envejecimiento poblacional",0.0
22,angel 2433,nu TRIceci,"RT @nu_TRIceci: Nuevos conocimientos sobre envejecimiento.

✓Tenemos 3 ""oleadas"": a los 36 años, a los 60 y a los 78; debido a las ondulaci…",True,Granada y a veces Rapture,"Nuevos conocimientos sobre envejecimiento

Tenemos 3 oleadas a los 36 años a los 60 y a los 78 debido a las ondulaci…",0.0
23,juanitotmax,,"Juanito, El Abuelo Guerrero!!!
""Los Cuerpos de Lewy""
Vive el momento
Seguimos, nunca te rindas
Si se puede por un Envejecimiento Saludable!!! 
#excelvit #salud #sport https://t.co/YdupmhCc05",False,"Barcelona, España","Juanito El Abuelo Guerrero
Los Cuerpos de Lewy
Vive el momento
Seguimos nunca te rindas
Si se puede por un Envejecimiento Saludable 
excelvit salud sport",0.4019
24,juanitotmax,,"Juanito, El Abuelo Guerrero!!!
""Los Cuerpos de Lewy""
Vive el momento
Seguimos, nunca te rindas
Si se puede por un Envejecimiento Saludable!!! 
#excelvit #salud #sport https://t.co/EeZNI7EXbD",False,"Barcelona, España","Juanito El Abuelo Guerrero
Los Cuerpos de Lewy
Vive el momento
Seguimos nunca te rindas
Si se puede por un Envejecimiento Saludable 
excelvit salud sport",0.4019
25,todomecarga,,"Ayer habían miles de emprendimientos con el negro matapacos (peluches, pines, poleras, banderas, imanes, etc)Tiene que haber alguien que haga capuchas hermosas. Protestar y cubrirse del sol para prevenir el envejecimiento prematuro. The capuchería.",False,,Ayer habían miles de emprendimientos con el negro matapacos peluches pines poleras banderas imanes etcTiene que haber alguien que haga capuchas hermosas Protestar y cubrirse del sol para prevenir el envejecimiento prematuro The capuchería,0.4588
26,juanitotmax,,"Juanito, El Abuelo Guerrero!!!
""Los Cuerpos de Lewy""
Vive el momento
Seguimos, nunca te rindas
Si se puede por un Envejecimiento Saludable!!! 
#excelvit #salud #sport https://t.co/Qa9GITfL6j",False,"Barcelona, España","Juanito El Abuelo Guerrero
Los Cuerpos de Lewy
Vive el momento
Seguimos nunca te rindas
Si se puede por un Envejecimiento Saludable 
excelvit salud sport",0.4019
27,juanitotmax,,"Juanito, El Abuelo Guerrero!!!
""Los Cuerpos de Lewy""
Vive el momento
Seguimos, nunca te rindas
Si se puede por un Envejecimiento Saludable!!! 
#excelvit #salud #sport https://t.co/NDsq1uYQeD",False,"Barcelona, España","Juanito El Abuelo Guerrero
Los Cuerpos de Lewy
Vive el momento
Seguimos nunca te rindas
Si se puede por un Envejecimiento Saludable 
excelvit salud sport",0.4019
28,drclaudiosalud,nu TRIceci,"RT @nu_TRIceci: Nuevos conocimientos sobre envejecimiento.

✓Tenemos 3 ""oleadas"": a los 36 años, a los 60 y a los 78; debido a las ondulaci…",True,Buenos Aires - Argentina,"Nuevos conocimientos sobre envejecimiento

Tenemos 3 oleadas a los 36 años a los 60 y a los 78 debido a las ondulaci…",0.0
29,DavidOC IIIyIV,"Int Atacama, UrquietaAtacama",RT @Int_Atacama: Int.@UrquietaAtacama compartió hoy con +de 100 adultos mayores y les contó las iniciativas que está impulsando el Pdte.@se…,True,Copiapo,Int compartió hoy con de 100 adultos mayores y les contó las iniciativas que está impulsando el Pdte…,0.34
30,ApunteIndicado,,"🔷 Caminar lento a los 45 años, un indicador de envejecimiento prematuro #Estudio https://t.co/joriwWyDsY",False,"Sevilla, España",Caminar lento a los 45 años un indicador de envejecimiento prematuro Estudio,0.0
31,SUBDERE ATACAMA,"Int Atacama, UrquietaAtacama",RT @Int_Atacama: Int.@UrquietaAtacama compartió hoy con +de 100 adultos mayores y les contó las iniciativas que está impulsando el Pdte.@se…,True,"Copiapó, Chile",Int compartió hoy con de 100 adultos mayores y les contó las iniciativas que está impulsando el Pdte…,0.34
32,HCOLOMBO1958,nu TRIceci,"RT @nu_TRIceci: Nuevos conocimientos sobre envejecimiento.

✓Tenemos 3 ""oleadas"": a los 36 años, a los 60 y a los 78; debido a las ondulaci…",True,CORDOBA ARGENTINA,"Nuevos conocimientos sobre envejecimiento

Tenemos 3 oleadas a los 36 años a los 60 y a los 78 debido a las ondulaci…",0.0
33,TeActualizas,,🔷 ¿Cuántos años podemos vivir los humanos? #Longevidad https://t.co/6guKsNPeMV,False,"Comunidad de Madrid, España",¿Cuántos años podemos vivir los humanos Longevidad,0.0
34,FranciscoS,"CSHHPalencia, CSHHPalencia",RT @CSHHPalencia: El día 18 hablamos en @CSHHPalencia sobre #discapacidad y envejecimiento. No te pierdas esta cita para seguir aprendiendo…,True,Spain Espagne Spagna España ,El día 18 hablamos en  sobre discapacidad y envejecimiento No te pierdas esta cita para seguir aprendiendo…,0.1139
35,LaMoleculaD,,♻️ ¿Cuál es el secreto de la longevidad de las tortugas?... https://t.co/TNgGZk16sE,False,Vía Láctea,¿Cuál es el secreto de la longevidad de las tortugas,0.0
36,TeActualizas,,"🌀 Caminar lento a los 45 años, un indicador de envejecimiento prematuro #Estudio https://t.co/8kors1J8Ze",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento prematuro Estudio,0.0
37,hormonologiahoy,,En el blog Hormonología Hoy: Envejecimiento de células beta pancreáticas.,False,,En el blog Hormonología Hoy Envejecimiento de células beta pancreáticas,0.0
38,LaRedRevela,,🔵 Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30 https://t.co/S4v0VKl5mn,False,"Comunidad de Madrid, España",Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30,0.4404
39,InclanSuarez,60ymuchomas,RT @60ymuchomas: Los #ancianos japoneses roban para ir a la cárcel y así escapar de la pobreza y la soledad 😥 España está en segundo lugar…,True,,Los ancianos japoneses roban para ir a la cárcel y así escapar de la pobreza y la soledad  España está en segundo lugar…,-0.8086
40,Khaliszt,nu TRIceci,"RT @nu_TRIceci: Nuevos conocimientos sobre envejecimiento.

✓Tenemos 3 ""oleadas"": a los 36 años, a los 60 y a los 78; debido a las ondulaci…",True,Macaronesia,"Nuevos conocimientos sobre envejecimiento

Tenemos 3 oleadas a los 36 años a los 60 y a los 78 debido a las ondulaci…",0.0
41,alis llerena,"PlanTodaUnaVida, PlanTodaUnaVida","RT @PlanTodaUnaVida: La Misión #MisMejoresAños del @PlanTodaUnaVida, ratifica el compromiso de #ElGobiernoDeTodos por atender a las persona…",True,"Ambato, Ecuador",La Misión MisMejoresAños del  ratifica el compromiso de ElGobiernoDeTodos por atender a las persona…,0.3818
42,ValleArboledas,elbotiquinmx,"RT @elbotiquinmx: Si tienes 34 o más, lamentamos decirte que ya estás envejeciendo. https://t.co/JgfGQ131ee",True,,Si tienes 34 o más lamentamos decirte que ya estás envejeciendo,-0.4728
43,JLunaDuran,elbotiquinmx,"RT @elbotiquinmx: Si tienes 34 o más, lamentamos decirte que ya estás envejeciendo. https://t.co/JgfGQ131ee",True,"El Coyote, Coahuila, E.U.M.",Si tienes 34 o más lamentamos decirte que ya estás envejeciendo,-0.4728
44,ZonaMediatica,,"🔷 ¿Te gustaría vivir más tiempo? Asegúrate de tener una pareja feliz, dice la ciencia https://t.co/nNOVhWmDXS",False,"Comunidad de Madrid, España",¿Te gustaría vivir más tiempo Asegúrate de tener una pareja feliz dice la ciencia,0.8176
45,Tuiterricolas,,🔵 Si quieres vivir muchos años... Asegúrate de tener una pareja feliz https://t.co/ivktuSi00g,False,"Comunidad de Madrid, España",Si quieres vivir muchos años Asegúrate de tener una pareja feliz,0.743
46,  Nikov,"InformeEspana, jmgargon, RafaGrande ",RT @InformeEspana: En el Capítulo 2 del #IE2019 @jmgargon y @RafaGrande_ analizan la transformación en la longevidad y en la mortalidad a e…,True,No direction home.,En el Capítulo 2 del IE2019  y  analizan la transformación en la longevidad y en la mortalidad a e…,0.0
47,HarvingPerez,agarcod,"RT @agarcod: 🇪🇸 En 2050 habrá 78,4 personas mayores de 64 años por cada 100 personas entre 20 y 64 años. Es casi el doble de la estimación…",True,Venezuela,En 2050 habrá 784 personas mayores de 64 años por cada 100 personas entre 20 y 64 años Es casi el doble de la estimación…,0.0
48,DatoAlMinuto,,"🔵 Discapacidad, ¿el precio por vivir más? #Envejecimiento https://t.co/qrCChaVS0G",False,"Comunidad de Madrid, España",Discapacidad ¿el precio por vivir más Envejecimiento,0.0
49,UltraTextual,,🌀 Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30 https://t.co/Q4HHiGBAgn,False,"Comunidad de Madrid, España",Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30,0.4404
50,GenioCabroncin,"elindepcom, FundlaCaixa",RT @elindepcom: . @FundlaCaixa ha concedido este año a 45 proyectos que pretenden dar respuesta a retos sociales derivados del envejecimien…,True,"Xixona, el lloc més dolç de Mó",ha concedido este año a 45 proyectos que pretenden dar respuesta a retos sociales derivados del envejecimien…,0.3182
51,LaCronologia,,"🔷 Caminar lento a los 45 años, un indicador de envejecimiento acelerado https://t.co/Qm5GurDpWN",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento acelerado,0.0
52,ExoMedios,,"🔷 ¿Te gustaría vivir más tiempo? Asegúrate de tener una pareja feliz, dice la ciencia https://t.co/Y8KmJSqTul",False,"Comunidad de Madrid, España",¿Te gustaría vivir más tiempo Asegúrate de tener una pareja feliz dice la ciencia,0.8176
53,ReporteActivo,,🔵 ¿Cuántos años podemos vivir los humanos? #Longevidad https://t.co/41Mcb7Rjlu,False,"Comunidad de Madrid, España",¿Cuántos años podemos vivir los humanos Longevidad,0.0
54,davidgmartin,FelipeGCoto,RT @FelipeGCoto: El envejecimiento de la población asturiana y el paulatino abandono del medio rural son dos de los problemas que el Princi…,True,GIJON,El envejecimiento de la población asturiana y el paulatino abandono del medio rural son dos de los problemas que el Princi…,-0.7269
55,AGEvida ,ENIEC,"Las estrategias de adaptación urbana deben también tener en cuenta la diversidad de los adultos mayores. En España se ha triplicado el número de mayores adultos con antecedentes migratorios.
#Envejecimiento #Diversidad #Migracion @ENIEC #Interculturalidad https://t.co/l6rEL77kv3",False,"Madrid, España","Las estrategias de adaptación urbana deben también tener en cuenta la diversidad de los adultos mayores En España se ha triplicado el número de mayores adultos con antecedentes migratorios
Envejecimiento Diversidad Migracion  Interculturalidad",0.0772
56,Brais Metalhead,Manuj Hidalgo,"RT @Manuj_Hidalgo: A ver chicas y chicos, los tipos de interés reales están relacionados con la productividad a largo plazo, y está a su ve…",True,,A ver chicas y chicos los tipos de interés reales están relacionados con la productividad a largo plazo y está a su ve…,0.4588
57,LawOfValue,Manuj Hidalgo,"RT @Manuj_Hidalgo: A ver chicas y chicos, los tipos de interés reales están relacionados con la productividad a largo plazo, y está a su ve…",True,,A ver chicas y chicos los tipos de interés reales están relacionados con la productividad a largo plazo y está a su ve…,0.4588
58,AGEvida ,AmbienteVejez,"RT @AmbienteVejez: Presentación del libro ""Envejecimiento de la población y cambio climático. Vulnerabilidad y resiliencia desde la Geronto…",True,"Madrid, España",Presentación del libro Envejecimiento de la población y cambio climático Vulnerabilidad y resiliencia desde la Geronto…,-0.2263
59,CarlosUrda77,nu TRIceci,"RT @nu_TRIceci: Nuevos conocimientos sobre envejecimiento.

✓Tenemos 3 ""oleadas"": a los 36 años, a los 60 y a los 78; debido a las ondulaci…",True,"Madrid, España","Nuevos conocimientos sobre envejecimiento

Tenemos 3 oleadas a los 36 años a los 60 y a los 78 debido a las ondulaci…",0.0
60,soares asociado,,"Esto se debe al envejecimiento de la población, la asequibilidad, los niveles más altos de deuda estudiantil y los estándares más estrictos de préstamos hipotecarios para los jóvenes.",False,,Esto se debe al envejecimiento de la población la asequibilidad los niveles más altos de deuda estudiantil y los estándares más estrictos de préstamos hipotecarios para los jóvenes,0.0
61,Pan cha,AdaBassiT,"RT @AdaBassiT: 👵🏼♥️👴🏾Hoy vivimos una jornada de auto-cuidado y envejecimiento activo con 150 adultos mayores #Copiapó cargada de energía, d…",True,Chile,Hoy vivimos una jornada de autocuidado y envejecimiento activo con 150 adultos mayores Copiapó cargada de energía d…,0.5859
62,Enteremonos,,🔷 Si quieres vivir muchos años... Asegúrate de tener una pareja feliz https://t.co/W2LLAhIA72,False,"Comunidad de Madrid, España",Si quieres vivir muchos años Asegúrate de tener una pareja feliz,0.743
63,ArmandoPoveda6,elbotiquinmx,"RT @elbotiquinmx: Si tienes 34 o más, lamentamos decirte que ya estás envejeciendo. https://t.co/JgfGQ131ee",True,,Si tienes 34 o más lamentamos decirte que ya estás envejeciendo,-0.4728
64,SuzukiCanarias,,"Seguir el calendario de revisiones garantiza una mayor longevidad para el motor #BoosterJet de tu nuevo #Suzuki.

Acude a tu concesionario oficial y usa repuestos originales, es la mejor opción.

#SuzukiCanarias

#GC 📲 https://t.co/YKcHzG7FeH
#TF 📲 https://t.co/t8wLQExy5u https://t.co/UxbXtbFeti",False,Islas Canarias,"Seguir el calendario de revisiones garantiza una mayor longevidad para el motor BoosterJet de tu nuevo Suzuki

Acude a tu concesionario oficial y usa repuestos originales es la mejor opción

SuzukiCanarias

GC  
TF",0.8402
65,lauriemuoz,nu TRIceci,"RT @nu_TRIceci: Nuevos conocimientos sobre envejecimiento.

✓Tenemos 3 ""oleadas"": a los 36 años, a los 60 y a los 78; debido a las ondulaci…",True,Aprendiendo .....Aqui y Ahora,"Nuevos conocimientos sobre envejecimiento

Tenemos 3 oleadas a los 36 años a los 60 y a los 78 debido a las ondulaci…",0.0
66,crguzman72,elbotiquinmx,"RT @elbotiquinmx: Si tienes 34 o más, lamentamos decirte que ya estás envejeciendo. https://t.co/JgfGQ131ee",True,"Cozumel, Quintana Roo",Si tienes 34 o más lamentamos decirte que ya estás envejeciendo,-0.4728
67,RotaDatos,,🔵 ¿Cuántos años podemos vivir los humanos? #Longevidad https://t.co/oY7ha7oswz,False,"Comunidad de Madrid, España",¿Cuántos años podemos vivir los humanos Longevidad,0.0
68,HugoPupo4,"BellavistaEna, DiazCanelB","RT @BellavistaEna: @DiazCanelB #Cuba El envejecimiento poblacional (en el 2018, el 20,4% tenía 60 años o más) es una consecuencia directa d…",True,"Cuba, La Habana",Cuba El envejecimiento poblacional en el 2018 el 204 tenía 60 años o más es una consecuencia directa d…,0.0
69,mlgonret,Geriatriamexico,RT @Geriatriamexico: Las #PersonasMayores tienen derecho a la igualdad y no discriminación por razones de edad https://t.co/pBNFvgFOtq,True,,Las PersonasMayores tienen derecho a la igualdad y no discriminación por razones de edad,0.0
70,ValdiviesoJavi,agarcod,"RT @agarcod: 🇪🇸 En 2050 habrá 78,4 personas mayores de 64 años por cada 100 personas entre 20 y 64 años. Es casi el doble de la estimación…",True,,En 2050 habrá 784 personas mayores de 64 años por cada 100 personas entre 20 y 64 años Es casi el doble de la estimación…,0.0
71,galarole08,elbotiquinmx,"RT @elbotiquinmx: Si tienes 34 o más, lamentamos decirte que ya estás envejeciendo. https://t.co/JgfGQ131ee",True,mexico city,Si tienes 34 o más lamentamos decirte que ya estás envejeciendo,-0.4728
72,MirianNairim3,,"Cuatro hermanos de 110, 109, 103 y 101 años iluminan los genes de la longevidad https://t.co/qmyCkGrhGt",False,Ecuador,Cuatro hermanos de 110 109 103 y 101 años iluminan los genes de la longevidad,0.0
73,PueblosdelMar,agarcod,"RT @agarcod: 🇪🇸 En 2050 habrá 78,4 personas mayores de 64 años por cada 100 personas entre 20 y 64 años. Es casi el doble de la estimación…",True,Spain,En 2050 habrá 784 personas mayores de 64 años por cada 100 personas entre 20 y 64 años Es casi el doble de la estimación…,0.0
74,e40maja,HerbolarioY,RT @HerbolarioY: Salud &amp; Vida_moringa en cápsulas 1ª calidad·Regula azúcar en sangre·Mejora el sueño·Refuerza el sistema inmunológico·Mejor…,True,Valencia capital,Salud amp Vidamoringa en cápsulas 1ª calidad·Regula azúcar en sangre·Mejora el sueño·Refuerza el sistema inmunológico·Mejor…,0.296
75,ARTHUR USCANGA,elbotiquinmx,"RT @elbotiquinmx: Si tienes 34 o más, lamentamos decirte que ya estás envejeciendo. https://t.co/JgfGQ131ee",True,"Maracaibo, Zulia",Si tienes 34 o más lamentamos decirte que ya estás envejeciendo,-0.4728
76,HerbolarioY,,Salud &amp; Vida_moringa en cápsulas 1ª calidad·Regula azúcar en sangre·Mejora el sueño·Refuerza el sistema inmunológico·Mejora la circulación·Con poder anti-envejecimiento·Con poder anti-cancerígeno anti-inflamatorio·Mejora el funcionamiento de hígado y riñón https://t.co/6Ecm93n4sH,False,Valencia,Salud amp Vidamoringa en cápsulas 1ª calidad·Regula azúcar en sangre·Mejora el sueño·Refuerza el sistema inmunológico·Mejora la circulación·Con poder antienvejecimiento·Con poder anticancerígeno antiinflamatorio·Mejora el funcionamiento de hígado y riñón,0.296
77,solis julito,elbotiquinmx,"RT @elbotiquinmx: Si tienes 34 o más, lamentamos decirte que ya estás envejeciendo. https://t.co/JgfGQ131ee",True,,Si tienes 34 o más lamentamos decirte que ya estás envejeciendo,-0.4728
78,JoseAmpf,nu TRIceci,"RT @nu_TRIceci: Nuevos conocimientos sobre envejecimiento.

✓Tenemos 3 ""oleadas"": a los 36 años, a los 60 y a los 78; debido a las ondulaci…",True,Gimnasio,"Nuevos conocimientos sobre envejecimiento

Tenemos 3 oleadas a los 36 años a los 60 y a los 78 debido a las ondulaci…",0.0
79,Postematico,,🌀 Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30 https://t.co/MI8NnKk96Q,False,"Comunidad de Madrid, España",Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30,0.4404
80,Marcelagp2,Camila Vergara,RT @Camila_Vergara: En la República Romana tenían tribunales populares masivos donde se juzgaban a quienes atentaban contra la república pa…,True,,En la República Romana tenían tribunales populares masivos donde se juzgaban a quienes atentaban contra la república pa…,-0.128
81,InfoApuntes,,"🔷 Discapacidad, ¿el precio por vivir más? #Envejecimiento https://t.co/cF0zng63jZ",False,"Comunidad de Madrid, España",Discapacidad ¿el precio por vivir más Envejecimiento,0.0
82,Sebinoo,Camila Vergara,RT @Camila_Vergara: En la República Romana tenían tribunales populares masivos donde se juzgaban a quienes atentaban contra la república pa…,True,Santiago de Chile,En la República Romana tenían tribunales populares masivos donde se juzgaban a quienes atentaban contra la república pa…,-0.128
83,Gus Noriega,elfactormario,"RT @elfactormario: “Es una película habitual de Scorsese como Casino, Buenos Muchachos…a la cual le agrega una hora más en donde pasa lo qu…",True,,“Es una película habitual de Scorsese como Casino Buenos Muchachos…a la cual le agrega una hora más en donde pasa lo qu…,0.4404
84,luciapitt,,A NO PROCRASTINAR! Nuestro mayor pb estructural  es el envejecimiento de la población y la necesidad de aumentar la productividad. Sin la transformación de la matriz productiva  esto es imposible. https://t.co/Mj8IYCsGYP,False,"Montevideo, Uruguay",A NO PROCRASTINAR Nuestro mayor pb estructural  es el envejecimiento de la población y la necesidad de aumentar la productividad Sin la transformación de la matriz productiva  esto es imposible,0.3182
85,InfoLecturas,,🔵 Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30 https://t.co/0zBBcIQIcD,False,"Valencia, España",Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30,0.4404
86,TuiterPro,,🌀 Científicos explican por qué viven más tiempo las mujeres que los hombres #Longevidad https://t.co/UZnh7Zyj2R,False,"Comunidad de Madrid, España",Científicos explican por qué viven más tiempo las mujeres que los hombres Longevidad,0.0
87,ppizarrog,"Socgeriatria, SENAMAGOB","Este es un ejemplo de como al igual que el Estado disminuye gastos en 🏡contribuciones, 💊medicamentos y 🚌transporte, el sector privado puede disminuir los gastos de los 🧾trámites a las #PersonasMayores 👴🏼🧓🏼Buena Práctica a imitar 👏🏼👏🏼👏🏼 @Socgeriatria @SENAMAGOB https://t.co/r52mcnmTqN",False,Santiago,Este es un ejemplo de como al igual que el Estado disminuye gastos en contribuciones medicamentos y transporte el sector privado puede disminuir los gastos de los trámites a las PersonasMayores Buena Práctica a imitar,0.4404
88,CosmeticsKary,,#RT #models Producto de Importación YAN QIONG Crema de ojos Colageno Anti-arrugas Anti-envejecimiento hidratar la piel seca removedor de Círculos oscuros ojos contra hinchazón y bolsas https://t.co/q4gWSpgHYs https://t.co/blXnbZG0al,True,,RT models Producto de Importación YAN QIONG Crema de ojos Colageno Antiarrugas Antienvejecimiento hidratar la piel seca removedor de Círculos oscuros ojos contra hinchazón y bolsas,0.0
89,YaguacheAndrea,JoseVOrdonez,"RT @JoseVOrdonez: En este Centro, 35 adultos mayores realizan actividades recreativas, educativas, manuales y más, encaminadas a garantizar…",True,,En este Centro 35 adultos mayores realizan actividades recreativas educativas manuales y más encaminadas a garantizar…,0.0
