,emisor,mencionado,texto,rt,localizacion,texto_limpio,sent_score
62,EjeDigital,,"⚡️ ¿Te gustaría vivir más tiempo? Asegúrate de tener una pareja feliz, dice la ciencia https://t.co/0NG9c22FhD",False,"Comunidad de Madrid, España",¿Te gustaría vivir más tiempo Asegúrate de tener una pareja feliz dice la ciencia,0.8176
63,barone ele,"Jubilares, Accem ong, Coceder","RT @Jubilares: Acto de Presentación Estudio Diagnóstico: Población Mayor en el Medio Rural de Guadalajara.
Por @Accem_ong 

Con @Coceder @S…",True,Madrid,"Acto de Presentación Estudio Diagnóstico Población Mayor en el Medio Rural de Guadalajara
Por  

Con  …",0.0
64,SiempreJoven es,,"#Ciencia e #Innovación | 👩‍🔬
Para alegría de clínicos y no clínicos, se ha descubierto recientemente que una molécula -presente de manera natural en la sangre- podría presentar esas mismas propiedades anti-envejecimiento ¡No te lo pierdas! ⬇️

https://t.co/edwMxrSWD4",False,España,"Ciencia e Innovación  
Para alegría de clínicos y no clínicos se ha descubierto recientemente que una molécula presente de manera natural en la sangre podría presentar esas mismas propiedades antienvejecimiento ¡No te lo pierdas",0.781
65,LaPorres,"FPilares, Imserso",RT @FPilares: Manuel Martínez Domene. Director General del @Imserso: “tenemos que empezar a hacer un reconocimiento claro y expreso en el á…,True,Madrid 🇪🇸Melipilla 🇨🇱,Manuel Martínez Domene Director General del  “tenemos que empezar a hacer un reconocimiento claro y expreso en el á…,0.3818
66,LaPorres,"FPilares, UNED",RT @FPilares: Rafael de Lorenzo. Profesor Titular Facultad de Derecho de la @UNED: “Creemos que igual que hay sectores muy fuertes como la…,True,Madrid 🇪🇸Melipilla 🇨🇱,Rafael de Lorenzo Profesor Titular Facultad de Derecho de la  “Creemos que igual que hay sectores muy fuertes como la…,0.5563
67,SuperTrinos,,📌 ¿Cuántos años podemos vivir los humanos? #Longevidad https://t.co/IP8AKs0eqD,False,"Comunidad de Madrid, España",¿Cuántos años podemos vivir los humanos Longevidad,0.0
68,DonSinoptico,,🔥 Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30 https://t.co/2qsKuz3nJu,False,"Comunidad de Madrid, España",Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30,0.4404
69,fenuso1,"drfherediaz, felipeisidro13","RT @drfherediaz: @felipeisidro13 Buen hilo sobre envejecimiento celular./mitocondrias/telomeros/ajercicio.
Una pregunta.
La Actividad Fisic…",True,,"Buen hilo sobre envejecimiento celularmitocondriastelomerosajercicio
Una pregunta
La Actividad Fisic…",0.4404
70,fenuso1,felipeisidro13,"RT @felipeisidro13: EJERCICIO&amp;ENVEJECIMIENTO
Desgaste de TELÓMEROS, inestabilidad genómica, alteraciones epigenéticas, pérdida de proteosta…",True,,"EJERCICIOampENVEJECIMIENTO
Desgaste de TELÓMEROS inestabilidad genómica alteraciones epigenéticas pérdida de proteosta…",-0.3182
71,LaPorres,FPilares,"RT @FPilares: A menudo los #DerechosHumanos de las #PersonasMayores se vulneran, sobre todo cuando tienen una situación de #dependencia. De…",True,Madrid 🇪🇸Melipilla 🇨🇱,A menudo los DerechosHumanos de las PersonasMayores se vulneran sobre todo cuando tienen una situación de dependencia De…,-0.5106
72,LaPorres,Clarisameiga,RT @Clarisameiga: Seminario envejecimiento de la población. Catedra Prospect https://t.co/oLZBsbnEAn,True,Madrid 🇪🇸Melipilla 🇨🇱,Seminario envejecimiento de la población Catedra Prospect,0.296
73,TMLopezDiaz,,"Interesante hallazgo, se halla relación  #dietamediterranea rica en #antioxidantes/ #envejecimientocelular https://t.co/pTD2DvbcYd",False,"León, España",Interesante hallazgo se halla relación  dietamediterranea rica en antioxidantes envejecimientocelular,0.743
74,GuardiaDigital,,"🔥 ¿Te gustaría vivir más tiempo? Asegúrate de tener una pareja feliz, dice la ciencia https://t.co/M0txj7AvR2",False,"Comunidad de Madrid, España",¿Te gustaría vivir más tiempo Asegúrate de tener una pareja feliz dice la ciencia,0.8176
75,GeSIDA,carolinesabin,.@carolinesabin cierra la sesión inaugural de #GeSIDA19 con un tema de gran relevancia (presente y futura): envejecimiento y #VIH. https://t.co/EFuS3OiFcZ,False,,cierra la sesión inaugural de GeSIDA19 con un tema de gran relevancia presente y futura envejecimiento y VIH,0.6249
76,castanol88,Murciasalud,"RT @Murciasalud: 📌La Consejería de #Salud ofrece información sobre #Envejecimiento Activo y Saludable

📻Cada jueves en el programa de radio…",True,,"La Consejería de Salud ofrece información sobre Envejecimiento Activo y Saludable

Cada jueves en el programa de radio…",0.6597
77,CobiDanto79,ana alicia m2,"RT @ana_alicia_m2: #CubanosConDerechos 
Con indicadores de salud a la altura de los países desarrollados, #Cuba muestra resultados alentado…",True,,"CubanosConDerechos 
Con indicadores de salud a la altura de los países desarrollados Cuba muestra resultados alentado…",0.0
78,TuitSugerido,,"📌 Caminar lento a los 45 años, un indicador de envejecimiento acelerado https://t.co/TtweZWlVQ1",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento acelerado,0.0
79,APOCMed,,"2/2 El envejecimiento, el embarazo, las fluctuaciones significativas en el peso, daños por el sol y factores genéticos pueden contribuir a una mala elasticidad del tejido que puede provocar la flacidez del abdomen, glúteos y muslos.

-Team APOC-
#California #weightloss #pregnancy https://t.co/uW63qdmkVy",False,"Tustin, CA","22 El envejecimiento el embarazo las fluctuaciones significativas en el peso daños por el sol y factores genéticos pueden contribuir a una mala elasticidad del tejido que puede provocar la flacidez del abdomen glúteos y muslos

Team APOC
California weightloss pregnancy",-0.6705
80,alelg73,"GranCanariaSoc, grupoicot, GranCanariaSoc",RT @GranCanariaSoc: Presentación del Belén en el Centro Sociosanitario El Pino @grupoicot @GranCanariaSoc #Alzhéimer #envejecimiento #envej…,True,Las Palmas de Gran Canaria,Presentación del Belén en el Centro Sociosanitario El Pino   Alzhéimer envejecimiento envej…,0.0
81,FuckYouDragon,,"//La raza aún no la he decidido, pero tal vez humano. Lo de los 300 y pico de años es por su condición de cazadragones. Sus poderes de viento y longevidad le vienen por haber hecho un ritual tras beber la sangre del primer dragón al que mató, que era un dragón de viento.",False,,La raza aún no la he decidido pero tal vez humano Lo de los 300 y pico de años es por su condición de cazadragones Sus poderes de viento y longevidad le vienen por haber hecho un ritual tras beber la sangre del primer dragón al que mató que era un dragón de viento,-0.8807
82,Cupoteca ES,,"⭐️ Simon &amp; Tom – PURE HYDRA – Crema Anti-Envejecimiento y Anti... https://t.co/pK3nhXhmJa y se queda en 10,61€, son -5,29€. https://t.co/4oyy0sXgkM",False,España,Simon amp Tom – PURE HYDRA – Crema AntiEnvejecimiento y Anti  y se queda en 1061€ son 529€,-0.3182
83,florlopezboo,"BIDgente, gianlucafagna",RT @BIDgente: Un día como hoy hace 71 años se aprobó la Declaración Universal de los #DerechosHumanos. Lee a @gianlucafagna y conoce por qu…,True,"Washington, DC",Un día como hoy hace 71 años se aprobó la Declaración Universal de los DerechosHumanos Lee a  y conoce por qu…,0.3612
84,TuitSugerido,,"🔥 Caminar lento a los 45 años, un indicador de envejecimiento prematuro #Estudio https://t.co/TtweZWlVQ1",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento prematuro Estudio,0.0
85,WaldenDurden,felipeisidro13,"RT @felipeisidro13: EJERCICIO&amp;ENVEJECIMIENTO
Desgaste de TELÓMEROS, inestabilidad genómica, alteraciones epigenéticas, pérdida de proteosta…",True,Coliseo Romano,"EJERCICIOampENVEJECIMIENTO
Desgaste de TELÓMEROS inestabilidad genómica alteraciones epigenéticas pérdida de proteosta…",-0.3182
86,NataliaMuti,BATerceraEdad,"RT @BATerceraEdad: Hoy recibimos la visita de #PersonasMayores representantes de Centros de Jubilados y participantes de ""#LaTerceraEnLaCal…",True,CABA,Hoy recibimos la visita de PersonasMayores representantes de Centros de Jubilados y participantes de LaTerceraEnLaCal…,0.0
87,NataliaMuti,BATerceraEdad,"RT @BATerceraEdad: #EscuelaDeCapacitacion

Junto a 200 #PersonasMayores que formaron parte de la Escuela de Capacitación 2019 compartimos e…",True,CABA,"EscuelaDeCapacitacion

Junto a 200 PersonasMayores que formaron parte de la Escuela de Capacitación 2019 compartimos e…",0.296
